185.000000 207.966095 189.788101
185.000000 324.037415 189.845047
187.500000 167.154678 192.172424
190.000000 158.025497 195.102478
192.500000 156.547821 198.159683
195.000000 157.585632 200.786545
197.500000 159.120407 203.517471
200.000000 161.159302 205.922089
202.500000 163.169449 208.169815
205.000000 165.426010 209.999023
207.500000 167.994064 211.406189
210.000000 170.578003 212.305237
212.500000 173.391663 212.803452
215.000000 176.272644 212.360291
217.500000 179.134369 211.055161
220.000000 181.964340 211.831696
222.500000 184.756134 210.440948
225.000000 187.683075 208.423660
227.500000 190.782516 207.567581
230.000000 194.069382 206.753448
232.500000 197.547363 205.383530
235.000000 201.198273 205.054367
237.500000 204.958267 204.957306
240.000000 208.810806 203.422745
242.500000 212.737656 202.617371
245.000000 216.691956 202.536972
247.500000 220.714859 201.303177
250.000000 224.758301 200.567276
252.500000 228.837540 200.348953
255.000000 232.924469 199.935089
257.500000 237.056015 198.698959
260.000000 241.216446 197.588715
262.500000 245.379211 197.237320
265.000000 249.576096 196.423904
267.500000 253.759262 195.351227
270.000000 257.933777 194.665756
272.500000 262.082764 193.808182
275.000000 266.182251 192.476837
277.500000 270.203522 191.416718
280.000000 274.157196 190.697083
282.500000 278.068329 189.930664
285.000000 281.916748 188.083267
287.500000 285.616272 187.506256
290.000000 289.037109 185.222183
292.500000 291.982330 183.016495
295.000000 294.331238 181.668777
297.500000 295.939209 179.024048
300.000000 296.911774 176.069733
302.500000 297.097382 173.794205
305.000000 296.563477 171.048798
307.500000 295.418762 168.646164
310.000000 293.616791 166.678223
312.500000 291.271942 165.395676
315.000000 288.571594 165.031937
317.500000 285.843964 165.816254
320.000000 283.329132 166.670853
322.500000 280.997101 168.418243
325.000000 278.819672 170.180313
327.500000 276.632477 172.367523
330.000000 274.345459 175.654541
332.500000 271.932037 177.067947
335.000000 269.383514 180.616486
337.500000 266.736694 182.263306
340.000000 264.045166 185.954834
342.500000 261.607483 188.392517
345.000000 259.929657 190.330338
347.500000 259.075134 193.484863
350.000000 259.111084 196.363861
352.500000 259.970062 198.646240
355.000000 261.375854 200.837631
357.500000 263.286316 202.562988
360.000000 265.653687 203.704865
362.500000 268.200806 204.004120
365.000000 270.842133 203.645203
367.500000 273.265259 202.214996
370.000000 275.489288 201.510727
372.500000 277.452698 199.547302
375.000000 279.133484 197.866531
377.500000 280.615692 195.384323
380.000000 282.013855 192.717407
382.500000 283.360840 189.791855
385.000000 284.915405 187.052673
387.500000 286.379700 184.395660
390.000000 287.421692 181.593994
392.500000 287.927399 179.010895
395.000000 288.268616 176.412354
397.500000 288.622253 173.225571
400.000000 289.134369 170.401108
402.500000 289.265717 167.461533
405.000000 288.874969 164.562576
407.500000 287.841736 162.000580
410.000000 286.445251 159.781708
412.500000 284.555511 158.029633
415.000000 282.162201 157.000961
417.500000 279.790771 156.806000
420.000000 277.278870 157.456436
422.500000 275.208282 158.791718
425.000000 273.716400 160.283615
427.500000 272.935669 163.026123
430.000000 272.812744 166.015259
432.500000 273.006134 168.720215
435.000000 273.443726 171.489594
437.500000 274.054779 174.565720
440.000000 274.886810 177.155731
442.500000 275.976776 180.039673
445.000000 276.922668 184.009903
447.500000 277.289886 188.131104
450.000000 277.612793 191.490265
452.500000 278.304871 195.468918
455.000000 279.511047 197.799789
457.500000 281.237946 200.144073
460.000000 283.302948 201.829788
462.500000 285.783295 202.976776
465.000000 288.208496 203.276169
467.500000 290.788940 203.562805
470.000000 293.102997 202.442993
472.500000 294.997955 200.744293
475.000000 296.300934 198.699051
477.500000 296.815552 196.166351
480.000000 296.579285 193.465302
482.500000 295.676483 191.153473
485.000000 294.328827 188.754333
487.500000 292.806580 186.405869
490.000000 290.994843 184.015854
492.500000 289.259003 181.690048
495.000000 287.353394 179.286636
497.500000 285.184784 177.011612
500.000000 282.884308 175.161301
502.500000 280.353546 172.942780
505.000000 277.832489 170.177933
507.500000 275.574066 167.778763
510.000000 272.950073 166.075470
512.500000 270.505035 164.977905
515.000000 267.801178 164.693527
517.500000 265.142212 164.681122
520.000000 262.712708 165.287308
522.500000 260.586884 166.159866
525.000000 258.938629 168.061371
527.500000 257.946960 171.013550
530.000000 257.706818 173.266418
532.500000 258.383331 176.085114
535.000000 259.692108 178.061478
537.500000 261.542236 179.865479
540.000000 263.981628 181.119919
542.500000 266.395020 181.752823
545.000000 269.153534 182.316696
547.500000 272.073456 182.650574
550.000000 275.055206 183.315506
552.500000 278.089722 183.552673
555.000000 281.349487 184.003387
557.500000 285.224182 184.741013
560.000000 288.879944 186.151611
562.500000 292.109955 186.501587
565.000000 295.102448 186.525558
567.500000 297.869568 185.623245
570.000000 300.361847 184.638153
572.500000 302.580933 183.276474
575.000000 304.508820 181.491180
577.500000 306.220276 178.613922
580.000000 307.988281 176.010132
582.500000 309.790894 174.209122
585.000000 311.261993 172.738007
587.500000 312.402405 169.683517
590.000000 312.887970 167.041428
592.500000 312.912964 164.739639
595.000000 311.959198 162.008545
597.500000 310.449219 160.178711
600.000000 308.234161 158.820206
602.500000 305.844788 158.875076
605.000000 303.624573 159.512436
607.500000 301.824554 161.355957
610.000000 300.444641 164.555359
612.500000 299.097015 167.878265
615.000000 297.465576 170.534424
617.500000 295.451538 173.852051
620.000000 292.862427 177.137573
622.500000 289.190308 180.589996
625.000000 285.383759 183.051102
627.500000 282.490509 185.509491
630.000000 280.037201 188.948380
632.500000 277.485443 191.262955
635.000000 274.877502 193.142395
637.500000 272.720612 196.279388
640.000000 271.153381 199.243851
642.500000 270.123474 202.295578
645.000000 269.575806 205.352066
647.500000 269.416962 208.409912
650.000000 269.632050 211.374130
652.500000 270.126495 214.298492
655.000000 271.167023 216.784515
657.500000 272.685791 218.901962
660.000000 274.737946 220.469009
662.500000 277.164825 221.065979
665.000000 279.768768 221.132416
667.500000 282.090271 219.131226
670.000000 283.807861 218.192123
672.500000 284.827850 215.293320
675.000000 285.130676 212.695404
677.500000 284.976410 210.000473
680.000000 284.714722 207.006393
682.500000 284.427460 203.419907
685.000000 284.185913 200.535889
687.500000 284.030579 196.642044
690.000000 284.153412 192.481415
692.500000 284.386200 188.390015
695.000000 284.255493 184.610046
697.500000 283.821442 181.065186
700.000000 283.518219 177.188019
702.500000 283.291016 173.537216
705.000000 282.778809 169.533203
707.500000 281.807129 166.444733
710.000000 280.437744 163.723587
712.500000 278.673340 161.334778
715.000000 276.556030 159.378189
717.500000 273.984161 158.180420
720.000000 271.586792 157.111755
722.500000 268.890015 157.273895
725.000000 266.411102 157.396194
727.500000 264.260193 159.739807
730.000000 262.777222 161.222763
732.500000 262.168823 163.440552
735.000000 262.463776 166.384827
737.500000 263.588806 168.504745
740.000000 265.264191 171.020264
742.500000 267.220459 173.364548
745.000000 269.352875 175.428436
747.500000 271.730713 177.608353
