0,312
0.01,302.06
0.02,284.86
0.03,262.96
0.04,239.92
0.05,218.55
0.06,200.06
0.07,184.48
0.08,171.36
0.09,160.19
0.1,150.53
0.15,116.22
0.2,94.53
0.25,79.32
0.5,42.96
0.75,29.33
1,22.38
