# model celltype    Lower    Upper       VW lower(g) upper(g)
  CRN98 con       308.861   312.08   3.2196  9375.22  9378.44
  CRN98 s140g10   143.959  147.316  3.35693  9210.22  9213.58
  CRN98 s140g25   86.1282  89.3784  3.25012  9152.21  9155.46
