# time	10% actually used	time	25% actually used	time	Control trace
  2040.05	-38.54	2040.05	-59.25	2083.35	-62.77
  2042.55	-40.09	2042.55	-60.99	2085.9	-63.5
  2045.05	-41.6	2045.05	-62.59	2088.45	-64.22
  2047.55	-43.09	2047.55	-64.05	2091	-64.92
  2050.05	-44.54	2050.05	-65.38	2093.55	-65.6
  2052.55	-45.96	2052.55	-66.58	2096.1	-66.27
  2055.05	-47.35	2055.05	-67.67	2098.65	-66.92
  2057.55	-48.71	2057.55	-68.65	2101.2	-67.55
  2060.05	-50.03	2060.05	-69.52	2103.75	-68.16
  2062.55	-51.33	2062.55	-70.3	2106.3	-68.75
  2065.05	-52.59	2065.05	-70.99	2108.85	-69.32
  2067.55	-53.82	2067.55	-71.61	2111.4	-69.86
  2070.05	-55.02	2070.05	-72.15	2113.95	-70.38
  2072.55	-56.18	2072.55	-72.63	2116.5	-70.88
  2075.05	-57.31	2075.05	-73.06	2119.05	-71.35
  2077.55	-58.41	2077.55	-73.43	2121.6	-71.8
  2080.05	-59.47	2080.05	-73.76	2124.15	-72.23
  2082.55	-60.5	2082.55	-74.06	2126.7	-72.63
  2085.05	-61.48	2085.05	-74.31	2129.25	-73.01
  2087.55	-62.43	2087.55	-74.54	2131.8	-73.37
  2090.05	-63.35	2090.05	-74.74	2134.35	-73.71
  2092.55	-64.22	2092.55	-74.92	2136.9	-74.03
  2095.05	-65.05	2095.05	-75.08	2139.45	-74.32
  2097.55	-65.84	2097.55	-75.21	2142	-74.6
  2100.05	-66.59	2100.05	-75.12	2144.55	-74.86
  2102.55	-67.3	2102.55	-69.45	2147.1	-75.11
  2105.05	-67.97	2105.05	-12.72	2149.65	-75.34
  2107.55	-68.61	2107.55	-17.09	2152.2	-75.55
  2110.05	-69.2	2110.05	-21.83	2154.75	-75.75
  2112.55	-69.75	2112.55	-26.21	2157.3	-75.94
  2115.05	-70.27	2115.05	-30.37	2159.85	-76.11
  2117.55	-70.76	2117.55	-34.3	2162.4	-76.27
  2120.05	-71.21	2120.05	-37.94	2164.95	-76.42
  2122.55	-71.63	2122.55	-41.3	2167.5	-76.57
  2125.05	-72.02	2125.05	-44.4	2170.05	-76.7
  2127.55	-72.38	2127.55	-47.25	2172.6	-76.83
  2130.05	-72.72	2130.05	-49.89	2175.15	-76.94
  2132.55	-73.03	2132.55	-52.34	2177.7	-77.05
  2135.05	-73.31	2135.05	-54.61	2180.25	-77.15
  2137.55	-73.58	2137.55	-56.71	2182.8	-77.25
  2140.05	-73.82	2140.05	-58.66	2185.35	-77.34
  2142.55	-74.03	2142.55	-60.45	2187.9	-77.43
  2145.05	-73.98	2145.05	-62.1	2190.45	-77.51
  2147.55	-70.29	2147.55	-63.61	2193	-77.59
  2150.05	-19.42	2150.05	-64.98	2195.55	-77.66
  2152.55	-15.94	2152.55	-66.23	2198.1	-77.73
  2155.05	-18.48	2155.05	-67.36	2200.65	-77.79
  2157.55	-20.83	2157.55	-68.37	2203.2	-77.86
  2160.05	-22.98	2160.05	-69.28	2205.75	-77.92
  2162.55	-24.99	2162.55	-70.09	2208.3	-77.97
  2165.05	-26.91	2165.05	-70.81	2210.85	-78.03
  2167.55	-28.77	2167.55	-71.45	2213.4	-78.08
  2170.05	-30.59	2170.05	-72.02	2215.95	-78.13
  2172.55	-32.36	2172.55	-72.52	2218.5	-78.17
  2175.05	-34.11	2175.05	-72.96	2221.05	-78.22
  2177.55	-35.82	2177.55	-73.35	2223.6	-78.26
  2180.05	-37.5	2180.05	-73.7	2226.15	-78.31
  2182.55	-39.15	2182.55	-74	2228.7	-78.35
  2185.05	-40.78	2185.05	-74.27	2231.25	-78.39
  2187.55	-42.37	2187.55	-74.51	2233.8	-78.43
  2190.05	-43.93	2190.05	-74.71	2236.35	-78.46
  2192.55	-45.46	2192.55	-74.9	2238.9	-78.5
  2195.05	-46.96	2195.05	-75.06	2241.45	-78.54
  2197.55	-48.42	2197.55	-75.18	2244	-78.57
  2200.05	-49.86	2200.05	-74.71	2246.55	-78.6
  2202.55	-51.26	2202.55	-60.39	2249.1	-78.64
  2205.05	-52.63	2205.05	-13.93	2251.65	-78.67
  2207.55	-53.97	2207.55	-18.8	2254.2	-78.7
  2210.05	-55.27	2210.05	-23.36	2256.75	-78.73
  2212.55	-56.54	2212.55	-27.65	2259.3	-78.76
  2215.05	-57.77	2215.05	-31.73	2261.85	-78.79
  2217.55	-58.96	2217.55	-35.57	2264.4	-78.81
  2220.05	-60.12	2220.05	-39.12	2266.95	-78.84
  2222.55	-61.23	2222.55	-42.39	2269.5	-78.87
  2225.05	-62.31	2225.05	-45.41	2272.05	-78.9
  2227.55	-63.33	2227.55	-48.19	2274.6	-78.92
  2230.05	-64.32	2230.05	-50.77	2277.15	-78.95
  2232.55	-65.25	2232.55	-53.16	2279.7	-78.97
  2235.05	-66.14	2235.05	-55.38	2282.25	-79
  2237.55	-66.99	2237.55	-57.44	2284.8	-79.02
  2240.05	-67.78	2240.05	-59.33	2287.35	-79.05
  2242.55	-68.53	2242.55	-61.08	2289.9	-79.07
  2245.05	-69.23	2245.05	-62.69	2292.45	-79.09
  2247.55	-69.89	2247.55	-64.15	2295	-79.11
  2250.05	-70.5	2250.05	-65.49	2297.55	-79.14
  2252.55	-71.07	2252.55	-66.7	2300.1	-79.16
  2255.05	-71.6	2255.05	-67.79	2302.65	-79.18
  2257.55	-72.09	2257.55	-68.77	2305.2	-79.2
  2260.05	-72.54	2260.05	-69.64	2307.75	-79.22
  2262.55	-72.95	2262.55	-70.42	2310.3	-79.24
  2265.05	-73.34	2265.05	-71.12	2312.85	-79.26
  2267.55	-73.69	2267.55	-71.73	2315.4	-79.28
  2270.05	-74.01	2270.05	-72.28	2317.95	-79.3
  2272.55	-74.31	2272.55	-72.76	2320.5	-79.32
  2275.05	-74.58	2275.05	-73.18	2323.05	-79.34
  2277.55	-74.8	2277.55	-73.56	2325.6	-79.36
  2280.05	-74.39	2280.05	-73.89	2328.15	-79.38
  2282.55	-60.53	2282.55	-74.18	2330.7	-79.4
  2285.05	-14.42	2285.05	-74.43	2333.25	-79.42
  2287.55	-16.76	2287.55	-74.66	2335.8	-79.43
  2290.05	-19.16	2290.05	-74.86	2338.35	-79.45
  2292.55	-21.33	2292.55	-75.03	2340.9	-79.47
  2295.05	-23.36	2295.05	-75.19	2343.45	-79.49
  2297.55	-25.31	2297.55	-75.31	2346	-79.5
  2300.05	-27.18	2300.05	-75.04	2348.55	-79.52
  2302.55	-29	2302.55	-64.28	2351.1	-79.54
  2305.05	-30.77	2305.05	-13.02	2353.65	-79.55
  2307.55	-32.5	2307.55	-17.97	2356.2	-79.57
  2310.05	-34.2	2310.05	-22.62	2358.75	-79.59
  2312.55	-35.86	2312.55	-26.95	2361.3	-79.6
  2315.05	-37.5	2315.05	-31.07	2363.85	-79.62
  2317.55	-39.1	2317.55	-34.95	2366.4	-79.63
  2320.05	-40.67	2320.05	-38.55	2368.95	-79.65
  2322.55	-42.21	2322.55	-41.87	2371.5	-79.66
  2325.05	-43.73	2325.05	-44.92	2374.05	-79.68
  2327.55	-45.21	2327.55	-47.74	2376.6	-79.69
  2330.05	-46.66	2330.05	-50.35	2379.15	-79.71
  2332.55	-48.09	2332.55	-52.77	2381.7	-79.72
  2335.05	-49.48	2335.05	-55.01	2384.25	-79.73
  2337.55	-50.85	2337.55	-57.09	2386.8	-79.75
  2340.05	-52.19	2340.05	-59.01	2389.35	-79.76
  2342.55	-53.49	2342.55	-60.78	2391.9	-79.78
  2345.05	-54.77	2345.05	-62.41	2394.45	-79.79
  2347.55	-56.01	2347.55	-63.9	2397	-79.8
  2350.05	-57.22	2350.05	-65.25	2399.55	-79.82
  2352.55	-58.39	2352.55	-66.48	2402.1	-79.83
  2355.05	-59.53	2355.05	-67.58	2404.65	-79.84
  2357.55	-60.64	2357.55	-68.58	2407.2	-79.85
  2360.05	-61.7	2360.05	-69.47	2409.75	-79.87
  2362.55	-62.73	2362.55	-70.26	2412.3	-79.88
  2365.05	-63.72	2365.05	-70.97	2414.85	-79.89
  2367.55	-64.66	2367.55	-71.6	2417.4	-79.9
  2370.05	-65.56	2370.05	-72.15	2419.95	-79.91
  2372.55	-66.41	2372.55	-72.64	2422.5	-79.93
  2375.05	-67.23	2375.05	-73.08	2425.05	-79.94
  2377.55	-67.99	2377.55	-73.46	2427.6	-79.95
  2380.05	-68.71	2380.05	-73.8	2430.15	-79.96
  2382.55	-69.39	2382.55	-74.09	2432.7	-79.97
  2385.05	-70.02	2385.05	-74.35	2435.25	-79.98
  2387.55	-70.61	2387.55	-74.58	2437.8	-79.99
  2390.05	-71.16	2390.05	-74.79	2440.35	-80
  2392.55	-71.67	2392.55	-74.97	2442.9	-80.02
  2395.05	-72.14	2395.05	-75.13	2445.45	-80.03
  2397.55	-72.58	2397.55	-75.23	2448	-80.04
  2400.05	-72.98	2400.05	-74.38	2450.55	-80.05
  2402.55	-73.35	2402.55	-50.59	2453.1	-80.06
  2405.05	-73.69	2405.05	-14.58	2455.65	-80.07
  2407.55	-74.01	2407.55	-19.48	2458.2	-80.08
  2410.05	-74.29	2410.05	-24	2460.75	-80.09
  2412.55	-74.56	2412.55	-28.26	2463.3	-80.1
  2415.05	-74.8	2415.05	-32.31	2465.85	-80.11
  2417.55	-75.02	2417.55	-36.1	2468.4	-80.12
  2420.05	-75.22	2420.05	-39.62	2470.95	-80.12
  2422.55	-75.41	2422.55	-42.85	2473.5	-80.13
  2425.05	-75.58	2425.05	-45.83	2476.05	-80.14
  2427.55	-75.74	2427.55	-48.59	2478.6	-80.15
  2430.05	-75.88	2430.05	-51.14	2481.15	-80.16
  2432.55	-75.96	2432.55	-53.51	2483.7	-80.17
  2435.05	-73.83	2435.05	-55.71	2486.25	-80.18
  2437.55	-9.65	2437.55	-57.74	2488.8	-80.19
  2440.05	-10.96	2440.05	-59.62	2491.35	-80.2
  2442.55	-14.53	2442.55	-61.35	2493.9	-80.2
  2445.05	-17.24	2445.05	-62.93	2496.45	-80.21
  2447.55	-19.54	2447.55	-64.38	2499	-80.22
  2450.05	-21.64	2450.05	-65.7	2501.55	-80.23
  2452.55	-23.61	2452.55	-66.89	2504.1	-80.24
  2455.05	-25.49	2455.05	-67.96	2506.65	-80.25
  2457.55	-27.31	2457.55	-68.93	2509.2	-80.25
  2460.05	-29.08	2460.05	-69.79	2511.75	-80.26
  2462.55	-30.8	2462.55	-70.56	2514.3	-80.27
  2465.05	-32.49	2465.05	-71.24	2516.85	-80.28
  2467.55	-34.16	2467.55	-71.84	2519.4	-80.29
  2470.05	-35.79	2470.05	-72.38	2521.95	-80.29
  2472.55	-37.39	2472.55	-72.85	2524.5	-80.3
  2475.05	-38.97	2475.05	-73.27	2527.05	-80.31
  2477.55	-40.51	2477.55	-73.63	2529.6	-80.31
  2480.05	-42.03	2480.05	-73.96	2532.15	-80.32
  2482.55	-43.51	2482.55	-74.24	2534.7	-80.33
  2485.05	-44.96	2485.05	-74.49	2537.25	-80.34
  2487.55	-46.38	2487.55	-74.71	2539.8	-80.34
  2490.05	-47.77	2490.05	-74.91	2542.35	-80.35
  2492.55	-49.12	2492.55	-75.08	2544.9	-80.36
  2495.05	-50.45	2495.05	-75.23	2547.45	-80.36
  2497.55	-51.74	2497.55	-75.29	2550	-80.37
  2500.05	-53	2500.05	-73.42	2552.55	-80.38
  2502.55	-54.23	2502.55	-25.4	2555.1	-80.38
  2505.05	-55.43	2505.05	-15.55	2557.65	-80.39
  2507.55	-56.59	2507.55	-20.41	2560.2	-80.4
  2510.05	-57.72	2510.05	-24.86	2562.75	-80.4
  2512.55	-58.82	2512.55	-29.08	2565.3	-80.41
  2515.05	-59.88	2515.05	-33.09	2567.85	-80.42
  2517.55	-60.9	2517.55	-36.83	2570.4	-80.42
  2520.05	-61.88	2520.05	-40.28	2572.95	-80.43
  2522.55	-62.83	2522.55	-43.47	2575.5	-80.43
  2525.05	-63.73	2525.05	-46.4	2578.05	-80.44
  2527.55	-64.6	2527.55	-49.12	2580.6	-80.45
  2530.05	-65.43	2530.05	-51.63	2583.15	-80.45
  2532.55	-66.21	2532.55	-53.97	2585.7	-80.46
  2535.05	-66.95	2535.05	-56.13	2588.25	-80.46
  2537.55	-67.66	2537.55	-58.13	2590.8	-80.47
  2540.05	-68.32	2540.05	-59.98	2593.35	-80.48
  2542.55	-68.94	2542.55	-61.68	2595.9	-80.48
  2545.05	-69.53	2545.05	-63.24	2598.45	-80.49
  2547.55	-70.07	2547.55	-64.66	2601	-80.49
  2550.05	-70.58	2550.05	-65.95	2603.55	-80.5
  2552.55	-71.06	2552.55	-67.12	2606.1	-80.5
  2555.05	-71.5	2555.05	-68.17	2608.65	-80.51
  2557.55	-71.91	2557.55	-69.11	2611.2	-80.51
  2560.05	-72.29	2560.05	-69.95	2613.75	-80.52
  2562.55	-72.65	2562.55	-70.7	2616.3	-80.52
  2565.05	-72.97	2565.05	-71.37	2618.85	-80.53
  2567.55	-73.28	2567.55	-71.96	2621.4	-80.53
  2570.05	-73.56	2570.05	-72.48	2623.95	-80.54
  2572.55	-73.81	2572.55	-72.94	2626.5	-80.54
  2575.05	-74	2575.05	-73.34	2629.05	-80.55
  2577.55	-73.49	2577.55	-73.7	2631.6	-80.55
  2580.05	-63.45	2580.05	-74.02	2634.15	-80.56
  2582.55	-15.66	2582.55	-74.29	2636.7	-80.56
  2585.05	-17.47	2585.05	-74.54	2639.25	-80.57
  2587.55	-19.85	2587.55	-74.75	2641.8	-80.57
  2590.05	-22.06	2590.05	-74.94	2644.35	-80.58
  2592.55	-24.11	2592.55	-75.11	2646.9	-80.58
  2595.05	-26.05	2595.05	-75.26	2649.45	-80.59
  2597.55	-27.91	2597.55	-75.34	2652	-80.59
  2600.05	-29.73	2600.05	-74.01	2654.55	-80.6
  2602.55	-31.51	2602.55	-35.79	2657.1	-80.6
  2605.05	-33.28	2605.05	-14.88	2659.65	-80.6
  2607.55	-35.01	2607.55	-19.83	2662.2	-80.61
  2610.05	-36.73	2610.05	-24.34	2664.75	-80.61
  2612.55	-38.42	2612.55	-28.59	2667.3	-80.62
  2615.05	-40.09	2615.05	-32.62	2669.85	-80.62
  2617.55	-41.73	2617.55	-36.4	2672.4	-80.63
  2620.05	-43.34	2620.05	-39.89	2674.95	-80.63
  2622.55	-44.92	2622.55	-43.1	2677.5	-80.63
  2625.05	-46.48	2625.05	-46.07	2680.05	-80.64
  2627.55	-48	2627.55	-48.81	2682.6	-80.64
  2630.05	-49.49	2630.05	-51.34	2685.15	-80.65
  2632.55	-50.94	2632.55	-53.7	2687.7	-80.65
  2635.05	-52.37	2635.05	-55.88	2690.25	-80.65
  2637.55	-53.76	2637.55	-57.9	2692.8	-80.66
  2640.05	-55.11	2640.05	-59.77	2695.35	-80.66
  2642.55	-56.43	2642.55	-61.48	2697.9	-80.67
  2645.05	-57.72	2645.05	-63.06	2700.45	-80.67
  2647.55	-58.96	2647.55	-64.49	2703	-80.67
  2650.05	-60.17	2650.05	-65.8	2705.55	-80.68
  2652.55	-61.33	2652.55	-66.98	2708.1	-80.68
  2655.05	-62.45	2655.05	-68.04	2710.65	-80.68
  2657.55	-63.52	2657.55	-69	2713.2	-80.69
  2660.05	-64.54	2660.05	-69.85	2715.75	-80.69
  2662.55	-65.52	2662.55	-70.61	2718.3	-80.7
  2665.05	-66.44	2665.05	-71.28	2720.85	-80.7
  2667.55	-67.32	2667.55	-71.88	2723.4	-80.7
  2670.05	-68.15	2670.05	-72.41	2725.95	-80.71
  2672.55	-68.92	2672.55	-72.88	2728.5	-80.71
  2675.05	-69.65	2675.05	-73.29	2731.05	-80.71
  2677.55	-70.33	2677.55	-73.65	2733.6	-80.72
  2680.05	-70.96	2680.05	-73.97	2736.15	-80.72
  2682.55	-71.54	2682.55	-74.25	2738.7	-80.72
  2685.05	-72.08	2685.05	-74.5	2741.25	-80.73
  2687.55	-72.58	2687.55	-74.72	2743.8	-80.73
  2690.05	-73.04	2690.05	-74.91	2746.35	-80.73
  2692.55	-73.46	2692.55	-75.08	2748.9	-80.74
  2695.05	-73.85	2695.05	-75.22	2751.45	-80.74
  2697.55	-74.2	2697.55	-75.06	2754	-80.74
  2700.05	-74.53	2700.05	-68.06	2756.55	-80.74
  2702.55	-74.82	2702.55	-13.27	2759.1	-80.75
  2705.05	-75.1	2705.05	-17.72	2761.65	-80.75
  2707.55	-75.34	2707.55	-22.37	2764.2	-80.75
  2710.05	-75.56	2710.05	-26.71	2766.75	-80.76
  2712.55	-75.69	2712.55	-30.84	2769.3	-80.76
  2715.05	-73.24	2715.05	-34.74	2771.85	-80.76
  2717.55	-15.04	2717.55	-38.36	2774.4	-80.77
  2720.05	-13.21	2720.05	-41.7	2776.95	-80.77
  2722.55	-16.1	2722.55	-44.78	2779.5	-80.77
  2725.05	-18.55	2725.05	-47.62	2782.05	-80.77
  2727.55	-20.73	2727.55	-50.25	2784.6	-80.78
  2730.05	-22.79	2730.05	-52.69	2787.15	-80.78
  2732.55	-24.75	2732.55	-54.96	2789.7	-80.78
  2735.05	-26.65	2735.05	-57.06	2792.25	-80.79
  2737.55	-28.48	2737.55	-59	2794.8	-80.79
  2740.05	-30.26	2740.05	-60.78	2797.35	-80.79
  2742.55	-32.01	2742.55	-62.43	2799.9	-80.79
  2745.05	-33.71	2745.05	-63.93	2802.45	-80.8
  2747.55	-35.39	2747.55	-65.29	2805	-80.8
  2750.05	-37.03	2750.05	-66.53	2807.55	-80.8
  2752.55	-38.63	2752.55	-67.65	2810.1	-80.8
  2755.05	-40.21	2755.05	-68.66	2812.65	-80.81
  2757.55	-41.75	2757.55	-69.56	2815.2	-80.81
  2760.05	-43.27	2760.05	-70.36	2817.75	-80.81
  2762.55	-44.75	2762.55	-71.07	2820.3	-80.81
  2765.05	-46.19	2765.05	-71.7	2822.85	-80.82
  2767.55	-47.61	2767.55	-72.26	2825.4	-80.82
  2770.05	-48.99	2770.05	-72.76	2827.95	-80.82
  2772.55	-50.35	2772.55	-73.19	2830.5	-80.82
  2775.05	-51.67	2775.05	-73.58	2833.05	-80.83
  2777.55	-52.96	2777.55	-73.91	2835.6	-80.83
  2780.05	-54.21	2780.05	-74.21	2838.15	-80.83
  2782.55	-55.44	2782.55	-74.47	2840.7	-80.83
  2785.05	-56.63	2785.05	-74.7	2843.25	-80.84
  2787.55	-57.79	2787.55	-74.91	2845.8	-80.84
  2790.05	-58.91	2790.05	-75.09	2848.35	-80.84
  2792.55	-60	2792.55	-75.25	2850.9	-80.84
  2795.05	-61.05	2795.05	-75.37	2853.45	-80.84
  2797.55	-62.06	2797.55	-75.03	2856	-80.85
  2800.05	-63.04	2800.05	-62.62	2858.55	-80.85
  2802.55	-63.97	2802.55	-13.25	2861.1	-80.85
  2805.05	-64.86	2805.05	-18.21	2863.65	-80.85
  2807.55	-65.71	2807.55	-22.84	2866.2	-80.86
  2810.05	-66.51	2810.05	-27.16	2868.75	-80.86
  2812.55	-67.28	2812.55	-31.27	2871.3	-80.86
  2815.05	-68	2815.05	-35.14	2873.85	-80.86
  2817.55	-68.67	2817.55	-38.73	2876.4	-80.86
  2820.05	-69.31	2820.05	-42.04	2878.95	-80.87
  2822.55	-69.91	2822.55	-45.09	2881.5	-80.87
  2825.05	-70.46	2825.05	-47.91	2884.05	-80.87
  2827.55	-70.98	2827.55	-50.51	2886.6	-80.87
  2830.05	-71.47	2830.05	-52.93	2889.15	-80.87
  2832.55	-71.91	2832.55	-55.18	2891.7	-80.88
  2835.05	-72.33	2835.05	-57.26	2894.25	-80.88
  2837.55	-72.71	2837.55	-59.18	2896.8	-80.88
  2840.05	-73.06	2840.05	-60.95	2899.35	-80.88
  2842.55	-73.39	2842.55	-62.57	2901.9	-80.88
  2845.05	-73.69	2845.05	-64.06	2904.45	-80.89
  2847.55	-73.97	2847.55	-65.41	2907	-80.89
  2850.05	-74.22	2850.05	-66.63	2909.55	-80.89
  2852.55	-74.46	2852.55	-67.74	2912.1	-80.89
  2855.05	-74.67	2855.05	-68.73	2914.65	-80.89
  2857.55	-74.87	2857.55	-69.62	2917.2	-80.9
  2860.05	-75.06	2860.05	-70.41	2919.75	-80.9
  2862.55	-75.23	2862.55	-71.11	2922.3	-80.9
  2865.05	-75.38	2865.05	-71.74	2924.85	-80.9
  2867.55	-75.36	2867.55	-72.29	2927.4	-80.9
  2870.05	-69.21	2870.05	-72.78	2929.95	-80.9
  2872.55	-9.54	2872.55	-73.2	2932.5	-80.91
  2875.05	-12.93	2875.05	-73.58	2935.05	-80.91
  2877.55	-16.11	2877.55	-73.92	2937.6	-80.91
  2880.05	-18.65	2880.05	-74.21	2940.15	-80.91
  2882.55	-20.88	2882.55	-74.47	2942.7	-80.91
  2885.05	-22.94	2885.05	-74.7	2945.25	-80.91
  2887.55	-24.89	2887.55	-74.9	2947.8	-80.92
  2890.05	-26.76	2890.05	-75.08	2950.35	-80.92
  2892.55	-28.57	2892.55	-75.23	2952.9	-80.92
  2895.05	-30.33	2895.05	-75.34	2955.45	-80.92
  2897.55	-32.05	2897.55	-74.74	2958	-80.92
  2900.05	-33.73	2900.05	-55.93	2960.55	-80.92
  2902.55	-35.39	2902.55	-13.92	2963.1	-80.93
  2905.05	-37.01	2905.05	-18.89	2965.65	-80.93
  2907.55	-38.6	2907.55	-23.46	2968.2	-80.93
  2910.05	-40.16	2910.05	-27.76	2970.75	-80.93
  2912.55	-41.69	2912.55	-31.84	2973.3	-80.93
  2915.05	-43.19	2915.05	-35.67	2975.85	-80.93
  2917.55	-44.66	2917.55	-39.23	2978.4	-80.93
  2920.05	-46.09	2920.05	-42.5	2980.95	-80.94
  2922.55	-47.5	2922.55	-45.52	2983.5	-80.94
  2925.05	-48.87	2925.05	-48.3	2986.05	-80.94
  2927.55	-50.21	2927.55	-50.89	2988.6	-80.94
  2930.05	-51.52	2930.05	-53.28	2991.15	-80.94
  2932.55	-52.8	2932.55	-55.5	2993.7	-80.94
  2935.05	-54.05	2935.05	-57.56	2996.25	-80.94
  2937.55	-55.26	2937.55	-59.46	2998.8	-80.95
  2940.05	-56.44	2940.05	-61.21	3001.35	-80.95
  2942.55	-57.59	2942.55	-62.82	3003.9	-80.95
  2945.05	-58.7	2945.05	-64.29	3006.45	-80.95
  2947.55	-59.78	2947.55	-65.62	3009	-80.95
  2950.05	-60.82	2950.05	-66.83	3011.55	-80.95
  2952.55	-61.82	2952.55	-67.91	3014.1	-80.95
  2955.05	-62.78	2955.05	-68.89	3016.65	-80.96
  2957.55	-63.71	2957.55	-69.76	3019.2	-80.96
  2960.05	-64.59	2960.05	-70.54	3021.75	-80.96
  2962.55	-65.43	2962.55	-71.23	3024.3	-80.96
  2965.05	-66.23	2965.05	-71.85	3026.85	-80.96
  2967.55	-66.99	2967.55	-72.39	3029.4	-80.96
  2970.05	-67.7	2970.05	-72.87	3031.95	-80.96
  2972.55	-68.38	2972.55	-73.29	3034.5	-80.97
  2975.05	-69.01	2975.05	-73.66	3037.05	-80.97
  2977.55	-69.61	2977.55	-73.99	3039.6	-80.97
  2980.05	-70.16	2980.05	-74.27	3042.15	-80.97
  2982.55	-70.68	2982.55	-74.53	3044.7	-80.97
  2985.05	-71.16	2985.05	-74.75	3047.25	-80.97
  2987.55	-71.61	2987.55	-74.95	3049.8	-80.97
  2990.05	-72.03	2990.05	-75.12	3052.35	-80.97
  2992.55	-72.42	2992.55	-75.27	3054.9	-80.97
  2995.05	-72.77	2995.05	-75.3	3057.45	-80.98
  2997.55	-73.1	2997.55	-72.59	3060	-80.98
  				3062.55	-80.98
  				3065.1	-80.98
  				3067.65	-80.98
  				3070.2	-80.98
  				3072.75	-80.98
  				3075.3	-80.98
  				3077.85	-80.99
  				3080.4	-80.99
  				3082.95	-80.99
  				3085.5	-80.99
  				3088.05	-80.99
  				3090.6	-80.99
  				3093.15	-80.99
  				3095.7	-80.99
  				3098.25	-80.99
  				3100.8	-80.99
  				3103.35	-81
  				3105.9	-81
  				3108.45	-81
  				3111	-81
  				3113.55	-81
  				3116.1	-81
  				3118.65	-81
  				3121.2	-81
  				3123.75	-81
  				3126.3	-81
  				3128.85	-81.01
  				3131.4	-81.01
  				3133.95	-81.01
  				3136.5	-81.01
  				3139.05	-81.01
  				3141.6	-81.01
  				3144.15	-81.01
  				3146.7	-81.01
  				3149.25	-81.01
  				3151.8	-81.01
  				3154.35	-81.01
  				3156.9	-81.02
  				3159.45	-81.02
  				3162	-81.02
  				3164.55	-81.02
  				3167.1	-81.02
  				3169.65	-81.02
  				3172.2	-81.02
  				3174.75	-81.02
  				3177.3	-81.02
  				3179.85	-81.02
  				3182.4	-81.02
  				3184.95	-81.03
  				3187.5	-81.03
  				3190.05	-81.03
  				3192.6	-81.03
  				3195.15	-81.03
  				3197.7	-81.03
  				3200.25	-81.03
  				3202.8	-81.03
  				3205.35	-81.03
  				3207.9	-81.03
  				3210.45	-81.03
  				3213	-81.03
  				3215.55	-81.03
  				3218.1	-81.04
  				3220.65	-81.04
  				3223.2	-81.04
  				3225.75	-81.04
  				3228.3	-81.04
  				3230.85	-81.04
  				3233.4	-81.04
  				3235.95	-81.04
  				3238.5	-81.04
  				3241.05	-81.04
  				3243.6	-81.04
  				3246.15	-81.04
  				3248.7	-81.04
  				3251.25	-81.04
  				3253.8	-81.05
  				3256.35	-81.05
  				3258.9	-81.05
  				3261.45	-81.05
  				3264	-81.05
  				3266.55	-81.05
  				3269.1	-81.05
  				3271.65	-81.05
  				3274.2	-81.05
  				3276.75	-81.05
  				3279.3	-81.05
  				3281.85	-81.05
  				3284.4	-81.05
  				3286.95	-81.05
  				3289.5	-81.05
  				3292.05	-81.05
  				3294.6	-81.06
  				3297.15	-81.06
  				3299.7	-81.06
  				3302.25	-81.06
  				3304.8	-81.06
  				3307.35	-81.06
  				3309.9	-81.06
  				3312.45	-81.06
  				3315	-81.06
  				3317.55	-81.06
  				3320.1	-81.06
  				3322.65	-81.06
  				3325.2	-81.06
  				3327.75	-81.06
  				3330.3	-81.06
  				3332.85	-81.06
  				3335.4	-81.06
  				3337.95	-81.06
  				3340.5	-81.07
  				3343.05	-81.07
  				3345.6	-81.07
  				3348.15	-81.07
  				3350.7	-81.07
  				3353.25	-81.07
  				3355.8	-81.07
  				3358.35	-81.07
  				3360.9	-81.07
  				3363.45	-81.07
  				3366	-81.07
  				3368.55	-81.07
  				3371.1	-81.07
  				3373.65	-81.07
  				3376.2	-81.07
  				3378.75	-81.07
  				3381.3	-81.07
  				3383.85	-81.07
  				3386.4	-81.07
  				3388.95	-81.07
  				3391.5	-81.08
  				3394.05	-81.08
  				3396.6	-81.08
  				3399.15	-81.08
  				3401.7	-81.08
  				3404.25	-81.08
  				3406.8	-81.08
  				3409.35	-81.08
  				3411.9	-81.08
  				3414.45	-81.08
  				3417	-81.08
  				3419.55	-81.08
  				3422.1	-81.08
  				3424.65	-81.08
  				3427.2	-81.08
  				3429.75	-81.08
  				3432.3	-81.08
  				3434.85	-81.08
  				3437.4	-81.08
  				3439.95	-81.08
  				3442.5	-81.08
  				3445.05	-81.08
  				3447.6	-81.08
  				3450.15	-81.08
  				3452.7	-81.09
  				3455.25	-81.09
  				3457.8	-81.09
  				3460.35	-81.09
  				3462.9	-81.09
  				3465.45	-81.09
  				3468	-81.09
  				3470.55	-81.09
  				3473.1	-81.09
  				3475.65	-81.09
  				3478.2	-81.09
  				3480.75	-81.09
  				3483.3	-81.09
  				3485.85	-81.09
  				3488.4	-81.09
  				3490.95	-81.09
  				3493.5	-81.09
  				3496.05	-81.09
  				3498.6	-81.09
