# VAR1,VAR2,VAR3,VAR4,VAR5,VAR6,VAR7,VAR8,VAR9,VAR10,VAR11,VAR12,VAR13,VAR14,VAR15,VAR16,VAR17,VAR18,VAR19,VAR20,VAR21,VAR22,VAR23,VAR24,VAR25,VAR26,VAR27,VAR28,VAR29,VAR30,VAR31,VAR32,VAR33,VAR34,VAR35,VAR36,VAR37,VAR38
4098.505,22.14350398,4098.505,22.14359179,4098.505,22.143722,4098.505,22.14391509,4098.505,22.14420144,4098.505,22.14462617,4098.505,22.14525621,4098.505,22.14619074,4098.505,22.14757624,4098.505,22.14962688,4098.505,22.1526484,4098.505,22.1570518,4098.505,22.16330936,4098.505,22.1717383,4098.505,22.1820052,4098.505,22.19266767,4098.505,22.20165861,4098.505,22.20774748,4098.505,22.21119957
4099.005,22.14351718,4099.005,22.1436048,4099.005,22.14373473,4099.005,22.1439274,4099.005,22.14421315,4099.005,22.14463697,4099.005,22.14526565,4099.005,22.14619817,4099.005,22.14758068,4099.005,22.14962688,4099.005,22.15264182,4099.005,22.15703557,4099.005,22.16327927,4099.005,22.17168928,4099.005,22.18193276,4099.005,22.19257048,4099.005,22.20154025,4099.005,22.20761463,4099.005,22.21105846
4099.505,22.14353035,4099.505,22.14361779,4099.505,22.14374744,4099.505,22.1439397,4099.505,22.14422483,4099.505,22.14464774,4099.505,22.14527507,4099.505,22.14620559,4099.505,22.14758511,4099.505,22.14962688,4099.505,22.15263526,4099.505,22.15701938,4099.505,22.16324924,4099.505,22.17164038,4099.505,22.18186049,4099.505,22.19247353,4099.505,22.20142218,4099.505,22.2074821,4099.505,22.21091768
4100.005,22.14354349,4100.005,22.14363075,4100.005,22.14376012,4100.005,22.14395196,4100.005,22.14423648,4100.005,22.14465848,4100.005,22.14528447,4100.005,22.14621298,4100.005,22.14758953,4100.005,22.14962688,4100.005,22.15262872,4100.005,22.15700322,4100.005,22.16321928,4100.005,22.17159158,4100.005,22.18178837,4100.005,22.1923768,4100.005,22.20130438,4100.005,22.20734989,4100.005,22.21077724
4100.505,22.14355661,4100.505,22.14364367,4100.505,22.14377277,4100.505,22.1439642,4100.505,22.14424811,4100.505,22.14466921,4100.505,22.14529385,4100.505,22.14622036,4100.505,22.14759394,4100.505,22.14962688,4100.505,22.15262218,4100.505,22.1569871,4100.505,22.16318939,4100.505,22.1715429,4100.505,22.18171643,4100.505,22.19228029,4100.505,22.20118687,4100.505,22.20721799,4100.505,22.21063714
4101.005,22.1435697,4101.005,22.14365657,4101.005,22.14378539,4101.005,22.14397642,4101.005,22.14425972,4101.005,22.14467991,4101.005,22.14530321,4101.005,22.14622773,4101.005,22.14759834,4101.005,22.14962688,4101.005,22.15261566,4101.005,22.15697101,4101.005,22.16315957,4101.005,22.17149432,4101.005,22.18164465,4101.005,22.19218402,4101.005,22.20106963,4101.005,22.20708641,4101.005,22.21049737
4101.505,22.14358276,4101.505,22.14366945,4101.505,22.14379799,4101.505,22.1439886,4101.505,22.1442713,4101.505,22.14469059,4101.505,22.14531255,4101.505,22.14623508,4101.505,22.14760273,4101.505,22.14962688,4101.505,22.15260916,4101.505,22.15695496,4101.505,22.16312981,4101.505,22.17144586,4101.505,22.18157304,4101.505,22.19208796,4101.505,22.20095267,4101.505,22.20695514,4101.505,22.21035794
4102.005,22.14359579,4102.005,22.14368229,4102.005,22.14381056,4102.005,22.14400077,4102.005,22.14428285,4102.005,22.14470124,4102.005,22.14532187,4102.005,22.14624241,4102.005,22.14760712,4102.005,22.14962688,4102.005,22.15260267,4102.005,22.15693894,4102.005,22.16310012,4102.005,22.1713975,4102.005,22.18150159,4102.005,22.19199213,4102.005,22.20083599,4102.005,22.20682419,4102.005,22.21021884
4102.505,22.14360879,4102.505,22.14369511,4102.505,22.1438231,4102.505,22.1440129,4102.505,22.14429438,4102.505,22.14471188,4102.505,22.14533116,4102.505,22.14624973,4102.505,22.14761149,4102.505,22.14962688,4102.505,22.15259619,4102.505,22.15692296,4102.505,22.16307049,4102.505,22.17134925,4102.505,22.1814303,4102.505,22.19189653,4102.505,22.20071958,4102.505,22.20669355,4102.505,22.21008008
4103.005,22.14362177,4103.005,22.1437079,4103.005,22.14383562,4103.005,22.14402501,4103.005,22.14430589,4103.005,22.14472248,4103.005,22.14534044,4103.005,22.14625703,4103.005,22.14761585,4103.005,22.14962688,4103.005,22.15258973,4103.005,22.15690701,4103.005,22.16304093,4103.005,22.17130112,4103.005,22.18135918,4103.005,22.19180115,4103.005,22.20060345,4103.005,22.20656322,4103.005,22.20994165
4103.505,22.14363471,4103.505,22.14372066,4103.505,22.14384811,4103.505,22.14403709,4103.505,22.14431737,4103.505,22.14473307,4103.505,22.1453497,4103.505,22.14626432,4103.505,22.14762021,4103.505,22.14962688,4103.505,22.15258328,4103.505,22.1568911,4103.505,22.16301144,4103.505,22.17125309,4103.505,22.18128823,4103.505,22.19170599,4103.505,22.20048759,4103.505,22.2064332,4103.505,22.20980355
4104.005,22.14364763,4104.005,22.1437334,4104.005,22.14386057,4104.005,22.14404915,4104.005,22.14432882,4104.005,22.14474364,4104.005,22.14535894,4104.005,22.14627159,4104.005,22.14762455,4104.005,22.14962688,4104.005,22.15257685,4104.005,22.15687522,4104.005,22.16298201,4104.005,22.17120517,4104.005,22.18121743,4104.005,22.19161106,4104.005,22.20037201,4104.005,22.20630349,4104.005,22.20966579
4104.505,22.14366053,4104.505,22.14374611,4104.505,22.14387301,4104.505,22.14406118,4104.505,22.14434026,4104.505,22.14475418,4104.505,22.14536816,4104.505,22.14627884,4104.505,22.14762889,4104.505,22.14962688,4104.505,22.15257043,4104.505,22.15685938,4104.505,22.16295264,4104.505,22.17115736,4104.505,22.1811468,4104.505,22.19151634,4104.505,22.2002567,4104.505,22.20617409,4104.505,22.20952835
4105.005,22.14367339,4105.005,22.14375879,4105.005,22.14388542,4105.005,22.14407319,4105.005,22.14435166,4105.005,22.1447647,4105.005,22.14537736,4105.005,22.14628608,4105.005,22.14763321,4105.005,22.14962688,4105.005,22.15256402,4105.005,22.15684357,4105.005,22.16292335,4105.005,22.17110965,4105.005,22.18107633,4105.005,22.19142185,4105.005,22.20014167,4105.005,22.206045,4105.005,22.20939124
4105.505,22.14368623,4105.505,22.14377144,4105.505,22.1438978,4105.505,22.14408517,4105.505,22.14436305,4105.505,22.14477519,4105.505,22.14538654,4105.505,22.1462933,4105.505,22.14763753,4105.505,22.14962688,4105.505,22.15255763,4105.505,22.1568278,4105.505,22.16289411,4105.505,22.17106206,4105.505,22.18100602,4105.505,22.19132758,4105.505,22.2000269,4105.505,22.20591622,4105.505,22.20925446
4106.005,22.14369904,4106.005,22.14378407,4106.005,22.14391016,4106.005,22.14409712,4106.005,22.1443744,4106.005,22.14478567,4106.005,22.1453957,4106.005,22.14630051,4106.005,22.14764184,4106.005,22.14962688,4106.005,22.15255125,4106.005,22.15681206,4106.005,22.16286495,4106.005,22.17101457,4106.005,22.18093588,4106.005,22.19123353,4106.005,22.19991241,4106.005,22.20578774,4106.005,22.20911801
4106.505,22.14371182,4106.505,22.14379667,4106.505,22.14392249,4106.505,22.14410905,4106.505,22.14438574,4106.505,22.14479612,4106.505,22.14540484,4106.505,22.1463077,4106.505,22.14764614,4106.505,22.14962688,4106.505,22.15254489,4106.505,22.15679636,4106.505,22.16283584,4106.505,22.17096719,4106.505,22.18086589,4106.505,22.19113969,4106.505,22.19979819,4106.505,22.20565958,4106.505,22.20898188
4107.005,22.14372457,4107.005,22.14380924,4107.005,22.14393479,4107.005,22.14412096,4107.005,22.14439705,4107.005,22.14480654,4107.005,22.14541396,4107.005,22.14631488,4107.005,22.14765042,4107.005,22.14962688,4107.005,22.15253854,4107.005,22.15678069,4107.005,22.16280681,4107.005,22.17091991,4107.005,22.18079607,4107.005,22.19104608,4107.005,22.19968424,4107.005,22.20553171,4107.005,22.20884609
4107.505,22.1437373,4107.505,22.14382179,4107.505,22.14394707,4107.505,22.14413283,4107.505,22.14440833,4107.505,22.14481695,4107.505,22.14542306,4107.505,22.14632204,4107.505,22.1476547,4107.505,22.14962688,4107.505,22.1525322,4107.505,22.15676506,4107.505,22.16277783,4107.505,22.17087275,4107.505,22.18072641,4107.505,22.19095269,4107.505,22.19957056,4107.505,22.20540415,4107.505,22.20871061
4108.005,22.14375,4108.005,22.14383431,4108.005,22.14395932,4108.005,22.14414469,4108.005,22.14441959,4108.005,22.14482733,4108.005,22.14543214,4108.005,22.14632919,4108.005,22.14765897,4108.005,22.14962688,4108.005,22.15252588,4108.005,22.15674946,4108.005,22.16274893,4108.005,22.17082568,4108.005,22.1806569,4108.005,22.19085951,4108.005,22.19945714,4108.005,22.2052769,4108.005,22.20857546
4108.505,22.14376268,4108.505,22.1438468,4108.505,22.14397154,4108.505,22.14415651,4108.505,22.14443083,4108.505,22.1448377,4108.505,22.1454412,4108.505,22.14633632,4108.505,22.14766323,4108.505,22.14962688,4108.505,22.15251957,4108.505,22.15673389,4108.505,22.16272008,4108.505,22.17077873,4108.505,22.18058756,4108.505,22.19076655,4108.505,22.199344,4108.505,22.20514995,4108.505,22.20844064
4109.005,22.14377532,4109.005,22.14385927,4109.005,22.14398374,4109.005,22.14416831,4109.005,22.14444204,4109.005,22.14484804,4109.005,22.14545024,4109.005,22.14634343,4109.005,22.14766749,4109.005,22.14962688,4109.005,22.15251328,4109.005,22.15671836,4109.005,22.1626913,4109.005,22.17073188,4109.005,22.18051838,4109.005,22.19067381,4109.005,22.19923112,4109.005,22.2050233,4109.005,22.20830613
4109.505,22.14378794,4109.505,22.14387171,4109.505,22.14399591,4109.505,22.14418009,4109.505,22.14445323,4109.505,22.14485835,4109.505,22.14545927,4109.505,22.14635053,4109.505,22.14767173,4109.505,22.14962688,4109.505,22.152507,4109.505,22.15670287,4109.505,22.16266259,4109.505,22.17068514,4109.505,22.18044935,4109.505,22.19058128,4109.505,22.19911851,4109.505,22.20489695,4109.505,22.20817195
4110.005,22.14380053,4110.005,22.14388412,4110.005,22.14400806,4110.005,22.14419184,4110.005,22.1444644,4110.005,22.14486865,4110.005,22.14546827,4110.005,22.14635762,4110.005,22.14767596,4110.005,22.14962688,4110.005,22.15250073,4110.005,22.1566874,4110.005,22.16263393,4110.005,22.1706385,4110.005,22.18038048,4110.005,22.19048897,4110.005,22.19900616,4110.005,22.2047709,4110.005,22.20803809
4110.505,22.1438131,4110.505,22.1438965,4110.505,22.14402018,4110.505,22.14420357,4110.505,22.14447554,4110.505,22.14487892,4110.505,22.14547725,4110.505,22.14636469,4110.505,22.14768019,4110.505,22.14962688,4110.505,22.15249448,4110.505,22.15667197,4110.505,22.16260535,4110.505,22.17059197,4110.505,22.18031177,4110.505,22.19039688,4110.505,22.19889408,4110.505,22.20464516,4110.505,22.20790455
4111.005,22.14382563,4111.005,22.14390886,4111.005,22.14403227,4111.005,22.14421527,4111.005,22.14448665,4111.005,22.14488917,4111.005,22.14548622,4111.005,22.14637174,4111.005,22.1476844,4111.005,22.14962688,4111.005,22.15248824,4111.005,22.15665658,4111.005,22.16257682,4111.005,22.17054554,4111.005,22.18024322,4111.005,22.190305,4111.005,22.19878227,4111.005,22.20451971,4111.005,22.20777133
4111.505,22.14383814,4111.505,22.14392119,4111.505,22.14404434,4111.505,22.14422694,4111.505,22.14449775,4111.505,22.1448994,4111.505,22.14549516,4111.505,22.14637878,4111.505,22.14768861,4111.505,22.14962688,4111.505,22.15248201,4111.505,22.15664122,4111.505,22.16254836,4111.505,22.17049922,4111.505,22.18017483,4111.505,22.19021333,4111.505,22.19867071,4111.505,22.20439456,4111.505,22.20763842
4112.005,22.14385063,4112.005,22.1439335,4112.005,22.14405638,4112.005,22.14423859,4112.005,22.14450882,4112.005,22.14490961,4112.005,22.14550409,4112.005,22.1463858,4112.005,22.14769281,4112.005,22.14962688,4112.005,22.1524758,4112.005,22.15662589,4112.005,22.16251996,4112.005,22.170453,4112.005,22.18010659,4112.005,22.19012188,4112.005,22.19855943,4112.005,22.20426971,4112.005,22.20750584
4112.505,22.14386309,4112.505,22.14394578,4112.505,22.1440684,4112.505,22.14425022,4112.505,22.14451986,4112.505,22.14491979,4112.505,22.145513,4112.505,22.14639281,4112.505,22.14769699,4112.505,22.14962688,4112.505,22.1524696,4112.505,22.1566106,4112.505,22.16249163,4112.505,22.17040689,4112.505,22.18003851,4112.505,22.19003064,4112.505,22.1984484,4112.505,22.20414515,4112.505,22.20737357
4113.005,22.14387552,4113.005,22.14395803,4113.005,22.14408039,4113.005,22.14426182,4113.005,22.14453088,4113.005,22.14492995,4113.005,22.14552188,4113.005,22.1463998,4113.005,22.14770117,4113.005,22.14962688,4113.005,22.15246341,4113.005,22.15659534,4113.005,22.16246336,4113.005,22.17036088,4113.005,22.17997058,4113.005,22.18993961,4113.005,22.19833763,4113.005,22.20402089,4113.005,22.20724161
4113.505,22.14388792,4113.505,22.14397026,4113.505,22.14409235,4113.505,22.14427339,4113.505,22.14454188,4113.505,22.1449401,4113.505,22.14553075,4113.505,22.14640678,4113.505,22.14770534,4113.505,22.14962688,4113.505,22.15245724,4113.505,22.15658011,4113.505,22.16243515,4113.505,22.17031498,4113.505,22.17990281,4113.505,22.1898488,4113.505,22.19822713,4113.505,22.20389693,4113.505,22.20710998
4114.005,22.1439003,4114.005,22.14398246,4114.005,22.14410429,4114.005,22.14428494,4114.005,22.14455286,4114.005,22.14495022,4114.005,22.1455396,4114.005,22.14641375,4114.005,22.1477095,4114.005,22.14962688,4114.005,22.15245108,4114.005,22.15656492,4114.005,22.162407,4114.005,22.17026918,4114.005,22.1798352,4114.005,22.18975819,4114.005,22.19811689,4114.005,22.20377326,4114.005,22.20697865
4114.505,22.14391265,4114.505,22.14399464,4114.505,22.1441162,4114.505,22.14429647,4114.505,22.14456381,4114.505,22.14496031,4114.505,22.14554843,4114.505,22.14642069,4114.505,22.14771366,4114.505,22.14962688,4114.505,22.15244494,4114.505,22.15654976,4114.505,22.16237892,4114.505,22.17022348,4114.505,22.17976774,4114.505,22.1896678,4114.505,22.19800691,4114.505,22.20364989,4114.505,22.20684764
4115.005,22.14392497,4115.005,22.14400678,4115.005,22.14412809,4115.005,22.14430797,4115.005,22.14457474,4115.005,22.14497039,4115.005,22.14555725,4115.005,22.14642763,4115.005,22.1477178,4115.005,22.14962688,4115.005,22.15243881,4115.005,22.15653464,4115.005,22.1623509,4115.005,22.17017788,4115.005,22.17970044,4115.005,22.18957762,4115.005,22.19789718,4115.005,22.20352681,4115.005,22.20671695
4115.505,22.14393727,4115.505,22.14401891,4115.505,22.14413995,4115.505,22.14431945,4115.505,22.14458564,4115.505,22.14498044,4115.505,22.14556604,4115.505,22.14643455,4115.505,22.14772193,4115.505,22.14962688,4115.505,22.15243269,4115.505,22.15651954,4115.505,22.16232294,4115.505,22.17013239,4115.505,22.17963329,4115.505,22.18948765,4115.505,22.19778772,4115.505,22.20340402,4115.505,22.20658656
4116.005,22.14394954,4116.005,22.144031,4116.005,22.14415179,4116.005,22.1443309,4116.005,22.14459652,4116.005,22.14499048,4116.005,22.14557481,4116.005,22.14644145,4116.005,22.14772606,4116.005,22.14962688,4116.005,22.15242658,4116.005,22.15650449,4116.005,22.16229504,4116.005,22.170087,4116.005,22.17956629,4116.005,22.18939788,4116.005,22.19767851,4116.005,22.20328152,4116.005,22.20645649
4116.505,22.14396179,4116.505,22.14404307,4116.505,22.1441636,4116.505,22.14434233,4116.505,22.14460738,4116.505,22.14500049,4116.505,22.14558357,4116.505,22.14644834,4116.505,22.14773017,4116.505,22.14962688,4116.505,22.15242049,4116.505,22.15648946,4116.505,22.16226721,4116.505,22.17004171,4116.505,22.17949945,4116.505,22.18930833,4116.505,22.19756957,4116.505,22.20315932,4116.505,22.20632672
4117.005,22.14397401,4117.005,22.14405512,4117.005,22.14417539,4117.005,22.14435373,4117.005,22.14461821,4117.005,22.14501048,4117.005,22.1455923,4117.005,22.14645521,4117.005,22.14773428,4117.005,22.14962688,4117.005,22.15241441,4117.005,22.15647447,4117.005,22.16223943,4117.005,22.16999653,4117.005,22.17943276,4117.005,22.18921899,4117.005,22.19746087,4117.005,22.2030374,4117.005,22.20619727
4117.505,22.1439862,4117.505,22.14406714,4117.505,22.14418715,4117.505,22.14436511,4117.505,22.14462902,4117.505,22.14502044,4117.505,22.14560102,4117.505,22.14646207,4117.505,22.14773838,4117.505,22.14962688,4117.505,22.15240835,4117.505,22.15645951,4117.505,22.16221172,4117.505,22.16995144,4117.505,22.17936623,4117.505,22.18912985,4117.505,22.19735244,4117.505,22.20291578,4117.505,22.20606812
4118.005,22.14399837,4118.005,22.14407913,4118.005,22.14419888,4118.005,22.14437646,4118.005,22.14463981,4118.005,22.14503039,4118.005,22.14560972,4118.005,22.14646891,4118.005,22.14774247,4118.005,22.14962688,4118.005,22.1524023,4118.005,22.15644458,4118.005,22.16218408,4118.005,22.16990646,4118.005,22.17929984,4118.005,22.18904092,4118.005,22.19724426,4118.005,22.20279444,4118.005,22.20593929
4118.505,22.14401051,4118.505,22.1440911,4118.505,22.1442106,4118.505,22.14438779,4118.505,22.14465057,4118.505,22.14504032,4118.505,22.1456184,4118.505,22.14647574,4118.505,22.14774655,4118.505,22.14962688,4118.505,22.15239626,4118.505,22.15642969,4118.505,22.16215649,4118.505,22.16986158,4118.505,22.17923361,4118.505,22.1889522,4118.505,22.19713633,4118.505,22.20267339,4118.505,22.20581076
4119.005,22.14402262,4119.005,22.14410304,4119.005,22.14422228,4119.005,22.1443991,4119.005,22.14466131,4119.005,22.14505022,4119.005,22.14562706,4119.005,22.14648256,4119.005,22.14775062,4119.005,22.14962688,4119.005,22.15239023,4119.005,22.15641482,4119.005,22.16212896,4119.005,22.1698168,4119.005,22.17916753,4119.005,22.18886368,4119.005,22.19702866,4119.005,22.20255263,4119.005,22.20568253
4119.505,22.14403471,4119.505,22.14411496,4119.505,22.14423394,4119.505,22.14441038,4119.505,22.14467203,4119.505,22.1450601,4119.505,22.1456357,4119.505,22.14648936,4119.505,22.14775468,4119.505,22.14962688,4119.505,22.15238422,4119.505,22.15639999,4119.505,22.1621015,4119.505,22.16977213,4119.505,22.1791016,4119.505,22.18877537,4119.505,22.19692124,4119.505,22.20243215,4119.505,22.20555461
4120.005,22.14404677,4120.005,22.14412685,4120.005,22.14424558,4120.005,22.14442164,4120.005,22.14468273,4120.005,22.14506996,4120.005,22.14564432,4120.005,22.14649614,4120.005,22.14775874,4120.005,22.14962688,4120.005,22.15237822,4120.005,22.1563852,4120.005,22.16207409,4120.005,22.16972755,4120.005,22.17903583,4120.005,22.18868727,4120.005,22.19681408,4120.005,22.20231197,4120.005,22.205427
4120.505,22.14405881,4120.505,22.14413871,4120.505,22.14425719,4120.505,22.14443287,4120.505,22.1446934,4120.505,22.1450798,4120.505,22.14565293,4120.505,22.14650291,4120.505,22.14776278,4120.505,22.14962688,4120.505,22.15237223,4120.505,22.15637044,4120.505,22.16204675,4120.505,22.16968307,4120.505,22.1789702,4120.505,22.18859937,4120.505,22.19670716,4120.505,22.20219206,4120.505,22.20529969
4121.005,22.14407082,4121.005,22.14415055,4121.005,22.14426877,4121.005,22.14444408,4121.005,22.14470405,4121.005,22.14508962,4121.005,22.14566152,4121.005,22.14650967,4121.005,22.14776682,4121.005,22.14962688,4121.005,22.15236626,4121.005,22.1563557,4121.005,22.16201947,4121.005,22.16963869,4121.005,22.17890472,4121.005,22.18851167,4121.005,22.1966005,4121.005,22.20207244,4121.005,22.20517268
4121.505,22.1440828,4121.505,22.14416237,4121.505,22.14428033,4121.505,22.14445526,4121.505,22.14471468,4121.505,22.14509942,4121.505,22.14567008,4121.505,22.14651641,4121.505,22.14777085,4121.505,22.14962688,4121.505,22.1523603,4121.505,22.15634101,4121.505,22.16199225,4121.505,22.16959442,4121.505,22.1788394,4121.505,22.18842418,4121.505,22.19649409,4121.505,22.20195311,4121.505,22.20504598
4122.005,22.14409476,4122.005,22.14417415,4122.005,22.14429187,4122.005,22.14446642,4122.005,22.14472528,4122.005,22.1451092,4122.005,22.14567863,4122.005,22.14652314,4122.005,22.14777487,4122.005,22.14962688,4122.005,22.15235435,4122.005,22.15632634,4122.005,22.16196508,4122.005,22.16955024,4122.005,22.17877422,4122.005,22.18833689,4122.005,22.19638793,4122.005,22.20183405,4122.005,22.20491958
4122.505,22.1441067,4122.505,22.14418592,4122.505,22.14430338,4122.505,22.14447756,4122.505,22.14473586,4122.505,22.14511895,4122.505,22.14568717,4122.505,22.14652985,4122.505,22.14777888,4122.505,22.14962688,4122.505,22.15234842,4122.505,22.1563117,4122.505,22.16193798,4122.505,22.16950616,4122.505,22.17870919,4122.505,22.1882498,4122.505,22.19628202,4122.505,22.20171528,4122.505,22.20479348
4123.005,22.14411861,4123.005,22.14419766,4123.005,22.14431487,4123.005,22.14448867,4123.005,22.14474642,4123.005,22.14512869,4123.005,22.14569568,4123.005,22.14653655,4123.005,22.14778288,4123.005,22.14962688,4123.005,22.1523425,4123.005,22.1562971,4123.005,22.16191094,4123.005,22.16946219,4123.005,22.17864431,4123.005,22.18816292,4123.005,22.19617636,4123.005,22.20159679,4123.005,22.20466768
4123.505,22.14413049,4123.505,22.14420937,4123.505,22.14432633,4123.505,22.14449976,4123.505,22.14475695,4123.505,22.1451384,4123.505,22.14570417,4123.505,22.14654323,4123.505,22.14778687,4123.505,22.14962688,4123.505,22.15233659,4123.505,22.15628253,4123.505,22.16188396,4123.505,22.16941831,4123.505,22.17857958,4123.505,22.18807624,4123.505,22.19607095,4123.505,22.20147858,4123.505,22.20454218
4124.005,22.14414235,4124.005,22.14422106,4124.005,22.14433776,4124.005,22.14451082,4124.005,22.14476747,4124.005,22.1451481,4124.005,22.14571265,4124.005,22.1465499,4124.005,22.14779086,4124.005,22.14962688,4124.005,22.15233069,4124.005,22.15626799,4124.005,22.16185704,4124.005,22.16937453,4124.005,22.178515,4124.005,22.18798976,4124.005,22.19596578,4124.005,22.20136066,4124.005,22.20441697
4124.505,22.14415418,4124.505,22.14423272,4124.505,22.14434918,4124.505,22.14452187,4124.505,22.14477796,4124.505,22.14515777,4124.505,22.14572111,4124.505,22.14655656,4124.505,22.14779483,4124.505,22.14962688,4124.505,22.15232481,4124.505,22.15625349,4124.505,22.16183018,4124.505,22.16933085,4124.505,22.17845056,4124.505,22.18790348,4124.505,22.19586086,4124.505,22.20124301,4124.505,22.20429207
4125.005,22.14416598,4125.005,22.14424436,4125.005,22.14436057,4125.005,22.14453288,4125.005,22.14478842,4125.005,22.14516742,4125.005,22.14572955,4125.005,22.1465632,4125.005,22.1477988,4125.005,22.14962688,4125.005,22.15231894,4125.005,22.15623901,4125.005,22.16180338,4125.005,22.16928726,4125.005,22.17838628,4125.005,22.1878174,4125.005,22.19575619,4125.005,22.20112564,4125.005,22.20416746
4125.505,22.14417777,4125.505,22.14425597,4125.505,22.14437193,4125.505,22.14454388,4125.505,22.14479887,4125.505,22.14517705,4125.505,22.14573797,4125.505,22.14656982,4125.505,22.14780276,4125.505,22.14962688,4125.505,22.15231308,4125.505,22.15622457,4125.505,22.16177664,4125.505,22.16924378,4125.505,22.17832214,4125.505,22.18773152,4125.505,22.19565177,4125.505,22.20100854,4125.505,22.20404315
4126.005,22.14418952,4126.005,22.14426756,4126.005,22.14438327,4126.005,22.14455485,4126.005,22.14480929,4126.005,22.14518666,4126.005,22.14574637,4126.005,22.14657644,4126.005,22.14780671,4126.005,22.14962688,4126.005,22.15230724,4126.005,22.15621016,4126.005,22.16174996,4126.005,22.16920039,4126.005,22.17825814,4126.005,22.18764584,4126.005,22.19554759,4126.005,22.20089173,4126.005,22.20391913
4126.505,22.14420125,4126.505,22.14427912,4126.505,22.14439458,4126.505,22.14456579,4126.505,22.14481969,4126.505,22.14519625,4126.505,22.14575476,4126.505,22.14658303,4126.505,22.14781065,4126.505,22.14962688,4126.505,22.15230141,4126.505,22.15619578,4126.505,22.16172334,4126.505,22.1691571,4126.505,22.1781943,4126.505,22.18756036,4126.505,22.19544365,4126.505,22.20077519,4126.505,22.20379541
4127.005,22.14421296,4127.005,22.14429066,4127.005,22.14440587,4127.005,22.14457672,4127.005,22.14483007,4127.005,22.14520582,4127.005,22.14576313,4127.005,22.14658962,4127.005,22.14781459,4127.005,22.14962688,4127.005,22.15229559,4127.005,22.15618144,4127.005,22.16169677,4127.005,22.16911391,4127.005,22.1781306,4127.005,22.18747508,4127.005,22.19533996,4127.005,22.20065893,4127.005,22.20367199
4127.505,22.14422464,4127.505,22.14430217,4127.505,22.14441714,4127.505,22.14458762,4127.505,22.14484043,4127.505,22.14521537,4127.505,22.14577148,4127.505,22.14659619,4127.505,22.14781851,4127.505,22.14962688,4127.505,22.15228978,4127.505,22.15616712,4127.505,22.16167027,4127.505,22.16907082,4127.505,22.17806704,4127.505,22.18739,4127.505,22.19523652,4127.505,22.20054294,4127.505,22.20354885
4128.005,22.14423629,4128.005,22.14431366,4128.005,22.14442838,4128.005,22.14459849,4128.005,22.14485076,4128.005,22.1452249,4128.005,22.14577981,4128.005,22.14660274,4128.005,22.14782243,4128.005,22.14962688,4128.005,22.15228399,4128.005,22.15615284,4128.005,22.16164382,4128.005,22.16902782,4128.005,22.17800363,4128.005,22.18730511,4128.005,22.19513331,4128.005,22.20042723,4128.005,22.20342601
4128.505,22.14424792,4128.505,22.14432513,4128.505,22.1444396,4128.505,22.14460935,4128.505,22.14486107,4128.505,22.1452344,4128.505,22.14578812,4128.505,22.14660928,4128.505,22.14782633,4128.505,22.14962688,4128.505,22.15227821,4128.505,22.15613858,4128.505,22.16161744,4128.505,22.16898492,4128.505,22.17794037,4128.505,22.18722042,4128.505,22.19503035,4128.505,22.20031179,4128.505,22.20330346
4129.005,22.14425953,4129.005,22.14433657,4129.005,22.1444508,4129.005,22.14462017,4129.005,22.14487136,4129.005,22.14524389,4129.005,22.14579642,4129.005,22.14661581,4129.005,22.14783023,4129.005,22.14962688,4129.005,22.15227244,4129.005,22.15612436,4129.005,22.16159111,4129.005,22.16894211,4129.005,22.17787724,4129.005,22.18713593,4129.005,22.19492763,4129.005,22.20019662,4129.005,22.20318121
4129.505,22.14427111,4129.505,22.14434798,4129.505,22.14446196,4129.505,22.14463098,4129.505,22.14488163,4129.505,22.14525336,4129.505,22.14580469,4129.505,22.14662232,4129.505,22.14783412,4129.505,22.14962688,4129.505,22.15226669,4129.505,22.15611017,4129.505,22.16156484,4129.505,22.16889941,4129.505,22.17781427,4129.505,22.18705163,4129.505,22.19482515,4129.505,22.20008173,4129.505,22.20305924
4130.005,22.14428266,4130.005,22.14435937,4130.005,22.14447311,4130.005,22.14464176,4130.005,22.14489187,4130.005,22.1452628,4130.005,22.14581295,4130.005,22.14662882,4130.005,22.14783801,4130.005,22.14962688,4130.005,22.15226094,4130.005,22.15609601,4130.005,22.16153863,4130.005,22.1688568,4130.005,22.17775144,4130.005,22.18696753,4130.005,22.19472291,4130.005,22.19996711,4130.005,22.20293756
4130.505,22.1442942,4130.505,22.14437074,4130.505,22.14448423,4130.505,22.14465252,4130.505,22.14490209,4130.505,22.14527223,4130.505,22.1458212,4130.505,22.1466353,4130.505,22.14784188,4130.505,22.14962688,4130.505,22.15225521,4130.505,22.15608188,4130.505,22.16151247,4130.505,22.16881428,4130.505,22.17768875,4130.505,22.18688362,4130.505,22.19462091,4130.505,22.19985276,4130.505,22.20281617
4131.005,22.1443057,4131.005,22.14438208,4131.005,22.14449533,4131.005,22.14466326,4131.005,22.14491229,4131.005,22.14528163,4131.005,22.14582942,4131.005,22.14664178,4131.005,22.14784575,4131.005,22.14962688,4131.005,22.1522495,4131.005,22.15606779,4131.005,22.16148638,4131.005,22.16877186,4131.005,22.1776262,4131.005,22.18679991,4131.005,22.19451915,4131.005,22.19973868,4131.005,22.20269507
