# VAR1,VAR2,VAR3,VAR4,VAR5,VAR6,VAR7,VAR8,VAR9,VAR10,VAR11,VAR12,VAR13,VAR14,VAR15,VAR16,VAR17,VAR18,VAR19,VAR20,VAR21,VAR22,VAR23,VAR24,VAR25,VAR26,VAR27,VAR28,VAR29,VAR30,VAR31,VAR32,VAR33,VAR34,VAR35,VAR36,VAR37,VAR38
443.005,-31.66991136,443.005,-25.71712926,443.005,-19.76438448,443.005,-13.81157262,443.005,-7.85832448,443.005,-1.903577377,443.005,4.055409964,443.005,10.02516975,443.005,16.02019203,443.005,22.07025591,443.005,28.23121533,443.005,34.5963918,443.005,41.30166737,443.005,48.52666005,443.005,56.53752273,443.005,65.81194229,443.005,77.03724006,443.005,90.67538518,443.005,106.5016795
443.505,-31.66991097,443.505,-25.71712878,443.505,-19.76438399,443.505,-13.81157224,443.505,-7.858324374,443.505,-1.903577357,443.505,4.055411856,443.505,10.02518162,443.505,16.02023983,443.505,22.07041117,443.505,28.23165221,443.505,34.59748487,443.505,41.30411931,443.505,48.53161672,443.505,56.54667562,443.505,65.82769981,443.505,77.06264756,443.505,90.7130135,443.505,106.5520214
444.005,-31.66991058,444.005,-25.71712831,444.005,-19.7643835,444.005,-13.81157187,444.005,-7.858324269,444.005,-1.903577338,444.005,4.055413742,444.005,10.02519345,444.005,16.02028753,444.005,22.07056616,444.005,28.23208854,444.005,34.59857696,444.005,41.30656993,444.005,48.5365721,444.005,56.55582775,444.005,65.84345679,444.005,77.08805175,444.005,90.75062844,444.005,106.6023291
444.505,-31.66991019,444.505,-25.71712784,444.505,-19.76438301,444.505,-13.81157149,444.505,-7.858324165,444.505,-1.903577319,444.505,4.055415623,444.505,10.02520526,444.505,16.02033513,444.505,22.07072089,444.505,28.2325243,444.505,34.59966808,444.505,41.30901922,444.505,48.54152619,444.505,56.56497913,444.505,65.85921319,444.505,77.11345257,444.505,90.78822991,444.505,106.6526025
445.005,-31.66990981,445.005,-25.71712738,445.005,-19.76438252,445.005,-13.81157111,445.005,-7.858324061,445.005,-1.903577299,445.005,4.055417498,445.005,10.02521704,445.005,16.02038262,445.005,22.07087536,445.005,28.23295951,445.005,34.60075824,445.005,41.31146719,445.005,48.54647897,445.005,56.57412971,445.005,65.87496898,445.005,77.13884998,445.005,90.82581787,445.005,106.7028416
445.505,-31.66990943,445.505,-25.71712691,445.505,-19.76438203,445.505,-13.81157074,445.505,-7.858323957,445.505,-1.90357728,445.505,4.055419368,445.505,10.02522878,445.505,16.02043002,445.505,22.07102957,445.505,28.23339416,445.505,34.60184742,445.505,41.31391384,445.505,48.55143045,445.505,56.5832795,445.505,65.89072414,445.505,77.16424393,445.505,90.86339225,445.505,106.7530463
446.005,-31.66990905,446.005,-25.71712645,446.005,-19.76438155,446.005,-13.81157037,446.005,-7.858323854,446.005,-1.903577261,446.005,4.055421231,446.005,10.0252405,446.005,16.02047731,446.005,22.07118351,446.005,28.23382825,446.005,34.60293563,446.005,41.31635915,446.005,48.55638061,446.005,56.59242848,446.005,65.90647863,446.005,77.18963437,446.005,90.90095297,446.005,106.8032165
446.505,-31.66990867,446.505,-25.71712599,446.505,-19.76438107,446.505,-13.81157,446.505,-7.858323751,446.505,-1.903577242,446.505,4.055423089,446.505,10.02525218,446.505,16.0205245,446.505,22.07133719,446.505,28.23426178,446.505,34.60402287,446.505,41.31880312,446.505,48.56132944,446.505,56.60157662,446.505,65.92223242,446.505,77.21502126,446.505,90.93849998,446.505,106.8533522
447.005,-31.6699083,447.005,-25.71712553,447.005,-19.76438059,447.005,-13.81156963,447.005,-7.858323649,447.005,-1.903577223,447.005,4.055424941,447.005,10.02526384,447.005,16.02057159,447.005,22.07149061,447.005,28.23469476,447.005,34.60510914,447.005,41.32124576,447.005,48.56627694,447.005,56.61072391,447.005,65.93798549,447.005,77.24040455,447.005,90.9760332,447.005,106.9034532
447.505,-31.66990792,447.505,-25.71712508,447.505,-19.76438011,447.505,-13.81156927,447.505,-7.858323547,447.505,-1.903577204,447.505,4.055426788,447.505,10.02527546,447.505,16.02061858,447.505,22.07164377,447.505,28.23512718,447.505,34.60619443,447.505,41.32368705,447.505,48.57122309,447.505,56.61987034,447.505,65.9537378,447.505,77.26578419,447.505,91.01355258,447.505,106.9535195
448.005,-31.66990755,448.005,-25.71712463,448.005,-19.76437964,448.005,-13.8115689,448.005,-7.858323445,448.005,-1.903577186,448.005,4.05542863,448.005,10.02528706,448.005,16.02066547,448.005,22.07179667,448.005,28.23555904,448.005,34.60727875,448.005,41.326127,448.005,48.57616789,448.005,56.62901589,448.005,65.96948933,448.005,77.29116014,448.005,91.05105805,448.005,107.0035511
448.505,-31.66990718,448.505,-25.71712418,448.505,-19.76437917,448.505,-13.81156854,448.505,-7.858323344,448.505,-1.903577167,448.505,4.055430465,448.505,10.02529862,448.505,16.02071226,448.505,22.0719493,448.505,28.23599034,448.505,34.60836209,448.505,41.3285656,448.505,48.58111134,448.505,56.63816054,448.505,65.98524005,448.505,77.31653235,448.505,91.08854955,448.505,107.0535479
449.005,-31.66990682,449.005,-25.71712373,449.005,-19.7643787,449.005,-13.81156818,449.005,-7.858323244,449.005,-1.903577148,449.005,4.055432295,449.005,10.02531016,449.005,16.02075895,449.005,22.07210168,449.005,28.23642109,449.005,34.60944446,449.005,41.33100285,449.005,48.58605341,449.005,56.64730427,449.005,66.00098994,449.005,77.34190078,449.005,91.126027,449.005,107.1035098
449.505,-31.66990645,449.505,-25.71712329,449.505,-19.76437823,449.505,-13.81156782,449.505,-7.858323143,449.505,-1.903577129,449.505,4.055434119,449.505,10.02532166,449.505,16.02080554,449.505,22.07225379,449.505,28.23685128,449.505,34.61052585,449.505,41.33343874,449.505,48.59099411,449.505,56.65644708,449.505,66.01673895,449.505,77.36726537,449.505,91.16349036,449.505,107.1534367
450.005,-31.66990609,450.005,-25.71712285,450.005,-19.76437777,450.005,-13.81156746,450.005,-7.858323043,450.005,-1.903577111,450.005,4.055435938,450.005,10.02533314,450.005,16.02085203,450.005,22.07240565,450.005,28.23728091,450.005,34.61160626,450.005,41.33587327,450.005,48.59593342,450.005,56.66558894,450.005,66.03248706,450.005,77.39262609,450.005,91.20093955,450.005,107.2033286
450.505,-31.66990573,450.505,-25.71712241,450.505,-19.76437731,450.505,-13.8115671,450.505,-7.858322944,450.505,-1.903577092,450.505,4.055437752,450.505,10.02534458,450.505,16.02089842,450.505,22.07255724,450.505,28.23770999,450.505,34.61268569,450.505,41.33830644,450.505,48.60087134,450.505,56.67472984,450.505,66.04823425,450.505,77.41798288,450.505,91.23837452,450.505,107.2531855
451.005,-31.66990537,451.005,-25.71712197,451.005,-19.76437685,451.005,-13.81156675,451.005,-7.858322844,451.005,-1.903577074,451.005,4.05543956,451.005,10.025356,451.005,16.02094471,451.005,22.07270858,451.005,28.23813851,451.005,34.61376415,451.005,41.34073825,451.005,48.60580786,451.005,56.68386976,451.005,66.06398049,451.005,77.4433357,451.005,91.27579519,451.005,107.3030072
451.505,-31.66990502,451.505,-25.71712153,451.505,-19.76437639,451.505,-13.81156639,451.505,-7.858322745,451.505,-1.903577055,451.505,4.055441362,451.505,10.02536739,451.505,16.0209909,451.505,22.07285965,451.505,28.23856647,451.505,34.61484162,451.505,41.34316869,451.505,48.61074297,451.505,56.69300868,451.505,66.07972574,451.505,77.4686845,451.505,91.31320151,451.505,107.3527937
452.005,-31.66990466,452.005,-25.7171211,452.005,-19.76437594,452.005,-13.81156604,452.005,-7.858322647,452.005,-1.903577037,452.005,4.055443159,452.005,10.02537874,452.005,16.02103699,452.005,22.07301047,452.005,28.23899388,452.005,34.61591811,452.005,41.34559776,452.005,48.61567667,452.005,56.70214659,452.005,66.09546998,452.005,77.49402925,452.005,91.35059342,452.005,107.4025449
452.505,-31.66990431,452.505,-25.71712067,452.505,-19.76437548,452.505,-13.81156569,452.505,-7.858322549,452.505,-1.903577019,452.505,4.05544495,452.505,10.02539007,452.505,16.02108298,452.505,22.07316102,452.505,28.23942073,452.505,34.61699362,452.505,41.34802545,452.505,48.62060894,452.505,56.71128348,452.505,66.11121318,452.505,77.51936989,452.505,91.38797085,452.505,107.4522608
453.005,-31.66990396,453.005,-25.71712024,453.005,-19.76437503,453.005,-13.81156534,453.005,-7.858322451,453.005,-1.903577001,453.005,4.055446736,453.005,10.02540137,453.005,16.02112888,453.005,22.07331132,453.005,28.23984703,453.005,34.61806815,453.005,41.35045176,453.005,48.62553977,453.005,56.72041933,453.005,66.12695532,453.005,77.54470638,453.005,91.42533375,453.005,107.5019413
453.505,-31.66990362,453.505,-25.71711982,453.505,-19.76437458,453.505,-13.81156499,453.505,-7.858322354,453.505,-1.903576983,453.505,4.055448517,453.505,10.02541264,453.505,16.02117467,453.505,22.07346136,453.505,28.24027276,453.505,34.6191417,453.505,41.3528767,453.505,48.63046917,453.505,56.72955412,453.505,66.14269636,453.505,77.57003867,453.505,91.46268204,453.505,107.5515863
454.005,-31.66990327,454.005,-25.7171194,454.005,-19.76437414,454.005,-13.81156465,454.005,-7.858322257,454.005,-1.903576964,454.005,4.055450292,454.005,10.02542388,454.005,16.02122037,454.005,22.07361114,454.005,28.24069795,454.005,34.62021426,454.005,41.35530024,454.005,48.63539712,454.005,56.73868783,454.005,66.15843628,454.005,77.59536672,454.005,91.50001568,454.005,107.6011958
454.505,-31.66990293,454.505,-25.71711897,454.505,-19.76437369,454.505,-13.8115643,454.505,-7.858322161,454.505,-1.903576946,454.505,4.055452062,454.505,10.02543509,454.505,16.02126596,454.505,22.07376067,454.505,28.24112258,454.505,34.62128584,454.505,41.35772241,454.505,48.64032361,454.505,56.74782045,454.505,66.17417505,454.505,77.62069049,454.505,91.53733459,454.505,107.6507697
455.005,-31.66990259,455.005,-25.71711856,455.005,-19.76437325,455.005,-13.81156396,455.005,-7.858322065,455.005,-1.903576928,455.005,4.055453826,455.005,10.02544627,455.005,16.02131146,455.005,22.07390993,455.005,28.24154665,455.005,34.62235643,455.005,41.36014318,455.005,48.64524864,455.005,56.75695197,455.005,66.18991264,455.005,77.64600993,455.005,91.57463872,455.005,107.700308
455.505,-31.66990225,455.505,-25.71711814,455.505,-19.76437281,455.505,-13.81156362,455.505,-7.858321969,455.505,-1.903576911,455.505,4.055455585,455.505,10.02545742,455.505,16.02135686,455.505,22.07405894,455.505,28.24197016,455.505,34.62342603,455.505,41.36256256,455.505,48.6501722,455.505,56.76608237,455.505,66.20564902,455.505,77.671325,455.505,91.61192802,455.505,107.7498106
456.005,-31.66990191,456.005,-25.71711773,456.005,-19.76437237,456.005,-13.81156328,456.005,-7.858321874,456.005,-1.903576893,456.005,4.055457338,456.005,10.02546855,456.005,16.02140217,456.005,22.07420769,456.005,28.24239313,456.005,34.62449465,456.005,41.36498054,456.005,48.65509428,456.005,56.77521163,456.005,66.22138417,456.005,77.69663565,456.005,91.64920241,456.005,107.7992774
456.505,-31.66990158,456.505,-25.71711731,456.505,-19.76437194,456.505,-13.81156294,456.505,-7.858321779,456.505,-1.903576875,456.505,4.055459087,456.505,10.02547964,456.505,16.02144737,456.505,22.07435619,456.505,28.24281553,456.505,34.62556229,456.505,41.36739713,456.505,48.66001487,456.505,56.78433974,456.505,66.23711806,456.505,77.72194184,456.505,91.68646184,456.505,107.8487084
457.005,-31.66990124,457.005,-25.7171169,457.005,-19.7643715,457.005,-13.8115626,457.005,-7.858321684,457.005,-1.903576858,457.005,4.05546083,457.005,10.02549071,457.005,16.02149248,457.005,22.07450443,457.005,28.24323738,457.005,34.62662893,457.005,41.36981231,457.005,48.66493396,457.005,56.79346669,457.005,66.25285066,457.005,77.74724352,457.005,91.72370624,457.005,107.8981035
457.505,-31.66990091,457.505,-25.7171165,457.505,-19.76437107,457.505,-13.81156227,457.505,-7.85832159,457.505,-1.90357684,457.505,4.055462568,457.505,10.02550174,457.505,16.02153749,457.505,22.07465241,457.505,28.24365868,457.505,34.62769459,457.505,41.37222609,457.505,48.66985156,457.505,56.80259245,457.505,66.26858195,457.505,77.77254065,457.505,91.76093558,457.505,107.9474627
458.005,-31.66990058,458.005,-25.71711609,458.005,-19.76437064,458.005,-13.81156193,458.005,-7.858321496,458.005,-1.903576822,458.005,4.0554643,458.005,10.02551275,458.005,16.02158241,458.005,22.07480013,458.005,28.24407942,458.005,34.62875925,458.005,41.37463846,458.005,48.67476764,458.005,56.81171701,458.005,66.28431189,458.005,77.7978332,458.005,91.79814977,458.005,107.9967858
458.505,-31.66990025,458.505,-25.71711569,458.505,-19.76437022,458.505,-13.8115616,458.505,-7.858321403,458.505,-1.903576805,458.505,4.055466027,458.505,10.02552373,458.505,16.02162722,458.505,22.0749476,458.505,28.24449961,458.505,34.62982293,458.505,41.37704941,458.505,48.67968221,458.505,56.82084036,458.505,66.30004047,458.505,77.8231211,458.505,91.83534876,458.505,108.046073
459.005,-31.66989993,459.005,-25.71711529,459.005,-19.76436979,459.005,-13.81156127,459.005,-7.85832131,459.005,-1.903576787,459.005,4.055467749,459.005,10.02553468,459.005,16.02167194,459.005,22.07509482,459.005,28.24491925,459.005,34.63088562,459.005,41.37945896,459.005,48.68459525,459.005,56.82996248,459.005,66.31576764,459.005,77.84840433,459.005,91.8725325,459.005,108.0953239
459.505,-31.66989961,459.505,-25.71711489,459.505,-19.76436937,459.505,-13.81156094,459.505,-7.858321217,459.505,-1.90357677,459.505,4.055469465,459.505,10.02554561,459.505,16.02171657,459.505,22.07524178,459.505,28.24533833,459.505,34.63194731,459.505,41.38186708,459.505,48.68950675,459.505,56.83908336,459.505,66.3314934,459.505,77.87368283,459.505,91.90970093,459.505,108.1445388
460.005,-31.66989928,460.005,-25.71711449,460.005,-19.76436895,460.005,-13.81156061,460.005,-7.858321124,460.005,-1.903576753,460.005,4.055471177,460.005,10.0255565,460.005,16.02176109,460.005,22.07538848,460.005,28.24575685,460.005,34.63300802,460.005,41.38427379,460.005,48.69441672,460.005,56.84820297,460.005,66.3472177,460.005,77.89895657,460.005,91.94685399,460.005,108.1937174
460.505,-31.66989896,460.505,-25.7171141,460.505,-19.76436853,460.505,-13.81156029,460.505,-7.858321032,460.505,-1.903576735,460.505,4.055472883,460.505,10.02556737,460.505,16.02180552,460.505,22.07553493,460.505,28.24617483,460.505,34.63406773,460.505,41.38667907,460.505,48.69932514,460.505,56.85732132,460.505,66.36294053,460.505,77.92422551,460.505,91.98399162,460.505,108.2428597
461.005,-31.66989865,461.005,-25.7171137,461.005,-19.76436811,461.005,-13.81155996,461.005,-7.858320941,461.005,-1.903576718,461.005,4.055474584,461.005,10.0255782,461.005,16.02184986,461.005,22.07568113,461.005,28.24659225,461.005,34.63512645,461.005,41.38908293,461.005,48.704232,461.005,56.86643837,461.005,66.37866185,461.005,77.94948959,461.005,92.02111376,461.005,108.2919656
461.505,-31.66989833,461.505,-25.71711331,461.505,-19.7643677,461.505,-13.81155964,461.505,-7.85832085,461.505,-1.903576701,461.505,4.05547628,461.505,10.02558901,461.505,16.0218941,461.505,22.07582707,461.505,28.24700911,461.505,34.63618418,461.505,41.39148536,461.505,48.70913731,461.505,56.87555412,461.505,66.39438164,461.505,77.97474878,461.505,92.05822036,461.505,108.3410352
462.005,-31.66989802,462.005,-25.71711293,462.005,-19.76436729,462.005,-13.81155931,462.005,-7.858320759,462.005,-1.903576684,462.005,4.05547797,462.005,10.02559979,462.005,16.02193824,462.005,22.07597275,462.005,28.24742543,462.005,34.63724091,462.005,41.39388636,462.005,48.71404104,462.005,56.88466855,462.005,66.41009987,462.005,78.00000304,462.005,92.09531136,462.005,108.3900683
462.505,-31.6698977,462.505,-25.71711254,462.505,-19.76436687,462.505,-13.81155899,462.505,-7.858320668,462.505,-1.903576667,462.505,4.055479656,462.505,10.02561055,462.505,16.02198228,462.505,22.07611819,462.505,28.24784119,462.505,34.63829665,462.505,41.39628593,462.505,48.71894319,462.505,56.89378165,462.505,66.42581652,462.505,78.02525231,462.505,92.13238671,462.505,108.439065
463.005,-31.66989739,463.005,-25.71711216,463.005,-19.76436647,463.005,-13.81155867,463.005,-7.858320578,463.005,-1.90357665,463.005,4.055481336,463.005,10.02562127,463.005,16.02202623,463.005,22.07626337,463.005,28.2482564,463.005,34.63935139,463.005,41.39868406,463.005,48.72384376,463.005,56.9028934,463.005,66.44153156,463.005,78.05049657,463.005,92.16944634,463.005,108.488025
463.505,-31.66989708,463.505,-25.71711177,463.505,-19.76436606,463.505,-13.81155836,463.505,-7.858320488,463.505,-1.903576633,463.505,4.055483011,463.505,10.02563197,463.505,16.02207009,463.505,22.0764083,463.505,28.24867105,463.505,34.64040514,463.505,41.40108074,463.505,48.72874273,463.505,56.91200378,463.505,66.45724497,463.505,78.07573577,463.505,92.20649021,463.505,108.5369485
464.005,-31.66989678,464.005,-25.71711139,464.005,-19.76436565,464.005,-13.81155804,464.005,-7.858320398,464.005,-1.903576616,464.005,4.055484681,464.005,10.02564264,464.005,16.02211385,464.005,22.07655297,464.005,28.24908516,464.005,34.64145789,464.005,41.40347599,464.005,48.73364011,464.005,56.92111279,464.005,66.47295671,464.005,78.10096987,464.005,92.24351825,464.005,108.5858352
464.505,-31.66989647,464.505,-25.71711102,464.505,-19.76436525,464.505,-13.81155772,464.505,-7.858320309,464.505,-1.9035766,464.505,4.055486346,464.505,10.02565328,464.505,16.02215752,464.505,22.07669739,464.505,28.24949871,464.505,34.64250964,464.505,41.40586979,464.505,48.73853588,464.505,56.9302204,464.505,66.48866676,464.505,78.12619882,464.505,92.28053041,464.505,108.6346853
465.005,-31.66989617,465.005,-25.71711064,465.005,-19.76436485,465.005,-13.81155741,465.005,-7.85832022,465.005,-1.903576583,465.005,4.055488006,465.005,10.0256639,465.005,16.02220109,465.005,22.07684157,465.005,28.24991171,465.005,34.6435604,465.005,41.40826214,465.005,48.74343004,465.005,56.9393266,465.005,66.5043751,465.005,78.15142259,465.005,92.31752664,465.005,108.6834986
465.505,-31.66989587,465.505,-25.71711027,465.505,-19.76436445,465.505,-13.8115571,465.505,-7.858320132,465.505,-1.903576566,465.505,4.055489661,465.505,10.02567448,465.505,16.02224456,465.505,22.07698548,465.505,28.25032416,465.505,34.64461015,465.505,41.41065304,465.505,48.74832257,465.505,56.94843138,465.505,66.5200817,465.505,78.17664112,465.505,92.35450688,465.505,108.732275
466.005,-31.66989557,466.005,-25.71710989,466.005,-19.76436406,466.005,-13.81155679,466.005,-7.858320044,466.005,-1.903576549,466.005,4.055491311,466.005,10.02568504,466.005,16.02228794,466.005,22.07712915,466.005,28.25073605,466.005,34.64565892,466.005,41.41304249,466.005,48.75321348,466.005,56.95753473,466.005,66.53578653,466.005,78.2018544,466.005,92.39147108,466.005,108.7810146
466.505,-31.66989527,466.505,-25.71710952,466.505,-19.76436366,466.505,-13.81155648,466.505,-7.858319956,466.505,-1.903576533,466.505,4.055492956,466.505,10.02569557,466.505,16.02233123,466.505,22.07727257,466.505,28.2511474,466.505,34.64670668,466.505,41.41543049,466.505,48.75810275,466.505,56.96663662,466.505,66.55148956,466.505,78.22706236,466.505,92.42841918,466.505,108.8297173
467.005,-31.66989497,467.005,-25.71710916,467.005,-19.76436327,467.005,-13.81155617,467.005,-7.858319869,467.005,-1.903576516,467.005,4.055494596,467.005,10.02570607,467.005,16.02237442,467.005,22.07741573,467.005,28.25155819,467.005,34.64775344,467.005,41.41781702,467.005,48.76299038,467.005,56.97573704,467.005,66.56719078,467.005,78.25226497,467.005,92.46535112,467.005,108.878383
467.505,-31.66989468,467.505,-25.71710879,467.505,-19.76436288,467.505,-13.81155586,467.505,-7.858319782,467.505,-1.9035765,467.505,4.05549623,467.505,10.02571655,467.505,16.02241752,467.505,22.07755865,467.505,28.25196844,467.505,34.6487992,467.505,41.42020209,467.505,48.76787636,467.505,56.98483599,467.505,66.58289016,467.505,78.27746219,467.505,92.50226686,467.505,108.9270116
468.005,-31.66989439,468.005,-25.71710843,468.005,-19.76436249,468.005,-13.81155556,468.005,-7.858319695,468.005,-1.903576484,468.005,4.05549786,468.005,10.025727,468.005,16.02246053,468.005,22.07770131,468.005,28.25237813,468.005,34.64984396,468.005,41.4225857,468.005,48.77276068,468.005,56.99393344,468.005,66.59858767,468.005,78.30265398,468.005,92.53916634,468.005,108.9756032
468.505,-31.66989409,468.505,-25.71710806,468.505,-19.7643621,468.505,-13.81155525,468.505,-7.858319609,468.505,-1.903576468,468.505,4.055499485,468.505,10.02573742,468.505,16.02250344,468.505,22.07784372,468.505,28.25278727,468.505,34.65088773,468.505,41.42496784,468.505,48.77764334,468.505,57.00302938,468.505,66.61428328,468.505,78.3278403,468.505,92.57604951,468.505,109.0241576
469.005,-31.66989381,469.005,-25.7171077,469.005,-19.76436171,469.005,-13.81155495,469.005,-7.858319523,469.005,-1.903576451,469.005,4.055501105,469.005,10.02574781,469.005,16.02254626,469.005,22.07798589,469.005,28.25319587,469.005,34.65193049,469.005,41.42734852,469.005,48.78252433,469.005,57.0121238,469.005,66.62997697,469.005,78.35302111,469.005,92.61291631,469.005,109.0726749
469.505,-31.66989352,469.505,-25.71710735,469.505,-19.76436133,469.505,-13.81155465,469.505,-7.858319437,469.505,-1.903576435,469.505,4.05550272,469.505,10.02575818,469.505,16.02258898,469.505,22.0781278,469.505,28.25360391,469.505,34.65297224,469.505,41.42972772,469.505,48.78740364,469.505,57.02121668,469.505,66.64566872,469.505,78.37819637,469.505,92.64976669,469.505,109.1211549
470.005,-31.66989323,470.005,-25.71710699,470.005,-19.76436095,470.005,-13.81155435,470.005,-7.858319352,470.005,-1.903576419,470.005,4.05550433,470.005,10.02576852,470.005,16.02263161,470.005,22.07826946,470.005,28.25401141,470.005,34.654013,470.005,41.43210545,470.005,48.79228127,470.005,57.030308,470.005,66.6613585,470.005,78.40336603,470.005,92.6866006,470.005,109.1695977
470.505,-31.66989295,470.505,-25.71710663,470.505,-19.76436057,470.505,-13.81155405,470.505,-7.858319267,470.505,-1.903576403,470.505,4.055505935,470.505,10.02577883,470.505,16.02267415,470.505,22.07841088,470.505,28.25441835,470.505,34.65505275,470.505,41.4344817,470.505,48.7971572,470.505,57.03939776,470.505,66.67704628,470.505,78.42853006,470.505,92.72341799,470.505,109.2180031
471.005,-31.66989266,471.005,-25.71710628,471.005,-19.76436019,471.005,-13.81155375,471.005,-7.858319182,471.005,-1.903576387,471.005,4.055507535,471.005,10.02578912,471.005,16.02271659,471.005,22.07855205,471.005,28.25482475,471.005,34.6560915,471.005,41.43685647,471.005,48.80203144,471.005,57.04848594,471.005,66.69273204,471.005,78.45368842,471.005,92.76021879,471.005,109.2663712
471.505,-31.66989238,471.505,-25.71710593,471.505,-19.76435982,471.505,-13.81155345,471.505,-7.858319098,471.505,-1.90357637,471.505,4.05550913,471.505,10.02579938,471.505,16.02275895,471.505,22.07869297,471.505,28.25523059,471.505,34.65712925,471.505,41.43922975,471.505,48.80690397,471.505,57.05757253,471.505,66.70841575,471.505,78.47884107,471.505,92.79700297,471.505,109.3147018
472.005,-31.6698921,472.005,-25.71710558,472.005,-19.76435944,472.005,-13.81155316,472.005,-7.858319014,472.005,-1.903576355,472.005,4.05551072,472.005,10.02580961,472.005,16.02280121,472.005,22.07883364,472.005,28.25563589,472.005,34.65816599,472.005,41.44160156,472.005,48.81177479,472.005,57.06665751,472.005,66.72409739,472.005,78.50398797,472.005,92.83377047,472.005,109.362995
472.505,-31.66989183,472.505,-25.71710524,472.505,-19.76435907,472.505,-13.81155286,472.505,-7.85831893,472.505,-1.903576339,472.505,4.055512306,472.505,10.02581982,472.505,16.02284337,472.505,22.07897406,472.505,28.25604064,472.505,34.65920173,472.505,41.44397187,472.505,48.81664389,472.505,57.07574086,472.505,66.73977694,472.505,78.52912908,472.505,92.87052124,472.505,109.4112507
473.005,-31.66989155,473.005,-25.71710489,473.005,-19.7643587,473.005,-13.81155257,473.005,-7.858318847,473.005,-1.903576323,473.005,4.055513887,473.005,10.02583,473.005,16.02288545,473.005,22.07911423,473.005,28.25644485,473.005,34.66023647,473.005,41.4463407,473.005,48.82151127,473.005,57.08482258,473.005,66.75545437,473.005,78.55426436,473.005,92.90725523,473.005,109.4594688
473.505,-31.66989127,473.505,-25.71710455,473.505,-19.76435833,473.505,-13.81155228,473.505,-7.858318764,473.505,-1.903576307,473.505,4.055515463,473.505,10.02584015,473.505,16.02292743,473.505,22.07925416,473.505,28.2568485,473.505,34.66127019,473.505,41.44870804,473.505,48.82637691,473.505,57.09390265,473.505,66.77112965,473.505,78.57939377,473.505,92.94397238,473.505,109.5076493
474.005,-31.669891,474.005,-25.71710421,474.005,-19.76435796,474.005,-13.81155199,474.005,-7.858318681,474.005,-1.903576292,474.005,4.055517033,474.005,10.02585027,474.005,16.02296933,474.005,22.07939384,474.005,28.25725161,474.005,34.66230292,474.005,41.45107388,474.005,48.83124081,474.005,57.10298105,474.005,66.78680276,474.005,78.60451728,474.005,92.98067265,474.005,109.5557921
474.505,-31.66989073,474.505,-25.71710387,474.505,-19.7643576,474.505,-13.8115517,474.505,-7.858318599,474.505,-1.903576276,474.505,4.0555186,474.505,10.02586037,474.505,16.02301112,474.505,22.07953328,474.505,28.25765417,474.505,34.66333463,474.505,41.45343822,474.505,48.83610297,474.505,57.11205777,474.505,66.80247368,474.505,78.62963484,474.505,93.01735598,474.505,109.6038973
475.005,-31.66989046,475.005,-25.71710353,475.005,-19.76435723,475.005,-13.81155142,475.005,-7.858318517,475.005,-1.903576261,475.005,4.055520161,475.005,10.02587044,475.005,16.02305283,475.005,22.07967246,475.005,28.25805618,475.005,34.66436534,475.005,41.45580107,475.005,48.84096338,475.005,57.12113281,475.005,66.81814238,475.005,78.65474641,475.005,93.05402233,475.005,109.6519647
475.505,-31.66989019,475.505,-25.71710319,475.505,-19.76435687,475.505,-13.81155113,475.505,-7.858318435,475.505,-1.903576245,475.505,4.055521718,475.505,10.02588049,475.505,16.02309445,475.505,22.07981141,475.505,28.25845764,475.505,34.66539505,475.505,41.45816241,475.505,48.84582202,475.505,57.13020614,475.505,66.83380884,475.505,78.67985197,475.505,93.09067164,475.505,109.6999943
476.005,-31.66988992,476.005,-25.71710286,476.005,-19.76435651,476.005,-13.81155084,476.005,-7.858318354,476.005,-1.903576229,476.005,4.05552327,476.005,10.02589051,476.005,16.02313598,476.005,22.0799501,476.005,28.25885856,476.005,34.66642375,476.005,41.46052225,476.005,48.85067891,476.005,57.13927775,476.005,66.84947302,476.005,78.70495146,476.005,93.12730386,476.005,109.7479861
476.505,-31.66988966,476.505,-25.71710252,476.505,-19.76435615,476.505,-13.81155056,476.505,-7.858318272,476.505,-1.903576214,476.505,4.055524817,476.505,10.0259005,476.505,16.02317741,476.505,22.08008855,476.505,28.25925894,476.505,34.66745143,476.505,41.46288058,476.505,48.85553401,476.505,57.14834762,476.505,66.86513492,476.505,78.73004485,476.505,93.16391896,476.505,109.79594
477.005,-31.6698894,477.005,-25.71710219,477.005,-19.7643558,477.005,-13.81155028,477.005,-7.858318192,477.005,-1.903576198,477.005,4.055526359,477.005,10.02591047,477.005,16.02321876,477.005,22.08022676,477.005,28.25965876,477.005,34.66847812,477.005,41.4652374,477.005,48.86038734,477.005,57.15741575,477.005,66.8807945,477.005,78.75513211,477.005,93.20051687,477.005,109.843856
477.505,-31.66988913,477.505,-25.71710187,477.505,-19.76435544,477.505,-13.81155,477.505,-7.858318111,477.505,-1.903576183,477.505,4.055527897,477.505,10.02592041,477.505,16.02326001,477.505,22.08036472,477.505,28.26005805,477.505,34.66950379,477.505,41.46759272,477.505,48.86523889,477.505,57.16648212,477.505,66.89645174,477.505,78.78021319,477.505,93.23709754,477.505,109.891734
