0.0 -0.000331439 -0.000385143 -5.37044e-05 0.000358291 -0.000138867 -0.000219424 4.82875e-05 -0.000182862 -0.000306022 -0.000294111 -0.000250501 -0.000223695
1.0 -0.00976818 -0.0111473 -0.00137914 0.0104578 -0.00419452 -0.00626323 0.00877855 -0.00280665 -0.00581321 -0.00607516 -0.00556875 -0.00530352
2.0 -0.0255736 -0.0282945 -0.00272092 0.0269341 -0.0114263 -0.0155077 0.0218626 -0.00830331 -0.0153315 -0.0157007 -0.0143759 -0.0136718
3.0 -0.0433791 -0.0424142 0.000964893 0.0428966 -0.022172 -0.0207246 0.0355697 -0.0151275 -0.0252757 -0.0252485 -0.0234004 -0.022294
4.0 -0.0458085 -0.0407439 0.00506459 0.0432762 -0.0254365 -0.0178396 0.036776 -0.0165368 -0.0262501 -0.0257978 -0.0240983 -0.02298
5.0 -0.0550954 -0.0667473 -0.0116518 0.0609213 -0.0217218 -0.0391996 -0.00495387 -0.0456319 -0.0471572 -0.041435 -0.0343898 -0.0308955
6.0 -0.0249466 -0.0256444 -0.000697819 0.0252955 -0.0121244 -0.0131711 -0.00439941 -0.0229693 -0.0231328 -0.0196593 -0.0161952 -0.0144487
7.0 0.00897071 0.027206 0.0182353 -0.0180884 -0.0046323 0.0227207 0.00326666 0.00682239 0.00730161 0.00764799 0.00592028 0.00527588
8.0 0.0160139 0.029455 0.0134411 -0.0227345 0.00128642 0.0214481 0.00417186 0.0127288 0.0113846 0.0105218 0.00867044 0.007833
9.0 0.0113932 0.0245504 0.0131572 -0.0179718 -0.000882024 0.0188538 0.000941328 0.00397485 0.0053496 0.00638344 0.00571433 0.00552576
10.0 0.00955874 0.0187915 0.00923272 -0.0141751 0.000163011 0.0140121 -0.000453867 0.000325296 0.00218071 0.00378503 0.00401876 0.00423153
11.0 0.00766828 0.0167784 0.0091101 -0.0122233 -0.000720912 0.0129442 -0.00419941 -0.00507623 -0.00151091 0.00141643 0.00253926 0.0032212
12.0 0.00371566 0.0117847 0.00806907 -0.0077502 -0.00217671 0.0099269 -0.0108266 -0.0130601 -0.00717286 -0.00259404 -0.000232483 0.00107974
13.0 0.000949778 0.00925358 0.0083038 -0.00510168 -0.00367701 0.00877869 -0.00570749 -0.0153426 -0.00982042 -0.00476528 -0.00193114 -0.000353738
14.0 -0.00197492 0.00747378 0.0094487 -0.00274943 -0.00571181 0.00846124 -0.00217351 -0.0194182 -0.0130155 -0.00699571 -0.00358619 -0.00167075
15.0 -0.00162661 0.0132967 0.0149233 -0.00583503 -0.00827494 0.01411 0.000841436 -0.0215976 -0.0135071 -0.00638906 -0.00293609 -0.00088499
16.0 0.00011571 0.0221405 0.0220248 -0.0111281 -0.0109545 0.0220826 0.0026509 -0.0232376 -0.0126462 -0.00434914 -0.00112166 0.000952832
17.0 0.00151137 0.0272884 0.025777 -0.0143999 -0.0121328 0.0265327 0.00384739 -0.0259976 -0.0131671 -0.00372196 -0.000296177 0.00195458
18.0 0.00311831 0.0320616 0.0289433 -0.01759 -0.0129125 0.0305025 -0.00269041 -0.0343196 -0.0165688 -0.00454565 -2.92685e-05 0.00283463
19.0 0.00197288 0.0299297 0.0279569 -0.0159513 -0.012992 0.0289433 -0.00822492 -0.0444269 -0.0228333 -0.00831048 -0.00205794 0.00164932
20.0 0.00116346 0.0277076 0.0265441 -0.0144355 -0.0126903 0.0271258 -0.0097956 -0.0516904 -0.0277111 -0.0115057 -0.00390209 0.000422326
21.0 -0.00145006 0.0264581 0.0279081 -0.012504 -0.0146791 0.0271831 -0.00621844 -0.0581472 -0.0331764 -0.0153824 -0.00657838 -0.00166507
22.0 -0.0014424 0.0328226 0.034265 -0.0156901 -0.0178537 0.0335438 -0.000331129 -0.0639597 -0.0373537 -0.0175136 -0.00782317 -0.00240224
23.0 0.00296411 0.0438805 0.0409164 -0.0234223 -0.0189761 0.0423985 0.00514875 -0.0652996 -0.0373931 -0.0163407 -0.00647339 -0.000912445
24.0 0.0104985 0.0568959 0.0463974 -0.0336972 -0.0179495 0.0516467 0.00174128 -0.0701204 -0.0378301 -0.0144759 -0.00391802 0.00200904
25.0 0.0230165 0.0717548 0.0487383 -0.0473856 -0.0128609 0.0602465 -0.00572852 -0.0717409 -0.0354144 -0.0103298 0.000752794 0.00688135
26.0 0.0356411 0.090513 0.0548719 -0.063077 -0.0096154 0.0726924 -0.00798107 -0.0655349 -0.0284531 -0.00325802 0.00697619 0.0126769
27.0 0.0482669 0.1012 0.0529333 -0.0747335 -0.00233324 0.0770668 0.0127727 -0.0466922 -0.0159467 0.00571762 0.0138507 0.0183902
28.0 0.0575921 0.115783 0.0581914 -0.0866877 -0.000299646 0.0869874 0.0434698 -0.0260578 -0.00233091 0.01556 0.0206593 0.0237194
29.0 0.0710613 0.126149 0.0550882 -0.0986054 0.00798656 0.0906188 0.0419241 -0.0140743 0.00866371 0.0245907 0.0283048 0.0305397
30.0 0.0819989 0.141383 0.0593837 -0.111691 0.0113076 0.100383 0.0360509 -0.0028553 0.0199344 0.034362 0.0361192 0.0374293
31.0 0.0889939 0.157142 0.0681485 -0.123068 0.0104227 0.112645 0.038734 0.00489626 0.027613 0.0415918 0.0416963 0.0423796
32.0 0.0916646 0.167751 0.0760861 -0.129708 0.00778925 0.121918 0.043902 0.00770827 0.030016 0.0443204 0.0436766 0.0441814
33.0 0.0985149 0.177269 0.0787544 -0.137892 0.00988027 0.128012 0.0308016 0.00753884 0.0321719 0.0476515 0.0472933 0.0480401
34.0 0.103458 0.188826 0.0853677 -0.146142 0.00904533 0.137097 0.0147373 0.00385313 0.0319516 0.0494899 0.0496266 0.0507664
35.0 0.110042 0.197162 0.0871202 -0.153602 0.0114607 0.142141 0.00428396 0.00683196 0.0351235 0.0526426 0.0527447 0.0538957
36.0 0.11704 0.205118 0.0880775 -0.161079 0.0144814 0.146598 -0.0227677 0.000523786 0.0342303 0.0540839 0.055217 0.0569171
37.0 0.122307 0.217348 0.0950404 -0.169827 0.0136334 0.156194 -0.0445721 -0.00589661 0.0337439 0.056451 0.0582643 0.0604709
38.0 0.126148 0.21957 0.0934224 -0.172859 0.0163626 0.156496 -0.0346871 0.00312439 0.037274 0.058211 0.059801 0.0619183
39.0 0.131586 0.203312 0.0717265 -0.167449 0.0299296 0.137519 -0.0424021 0.00708993 0.0363304 0.0550213 0.0584786 0.0610774
40.0 0.137483 0.198835 0.0613512 -0.168159 0.0380661 0.130093 -0.0661215 0.00380124 0.034896 0.0539866 0.0590097 0.062156
41.0 0.141866 0.201287 0.059421 -0.171577 0.0412225 0.130354 -0.0592495 0.00899912 0.0399533 0.0582594 0.0627442 0.0656483
42.0 0.147654 0.215041 0.0673868 -0.181348 0.0401337 0.141214 -0.0567689 0.0147885 0.0490906 0.0674087 0.0700345 0.072164
43.0 0.150276 0.224622 0.0743461 -0.187449 0.0379649 0.149484 -0.0518406 0.0195545 0.0564505 0.0746256 0.0754824 0.0768789
44.0 0.155745 0.235219 0.0794743 -0.195482 0.0381355 0.157347 -0.050032 0.0252753 0.0630313 0.080827 0.0805004 0.0813912
45.0 0.164961 0.24388 0.0789185 -0.20442 0.0430213 0.161399 -0.0596254 0.0238605 0.0653423 0.0842092 0.0842206 0.085159
46.0 0.169349 0.253836 0.0844872 -0.211592 0.0424307 0.169161 -0.0653735 0.0185846 0.0644607 0.0855328 0.0860104 0.0872105
47.0 0.171876 0.255513 0.0836372 -0.213695 0.0441196 0.169575 -0.0581903 0.0165674 0.0629575 0.0851836 0.0865343 0.0881406
48.0 0.171871 0.256295 0.0844236 -0.214083 0.0437238 0.170359 -0.0458457 0.014933 0.0603579 0.083771 0.0860712 0.0882268
49.0 0.172499 0.252777 0.080278 -0.212638 0.0461107 0.166528 -0.0398508 0.0109845 0.0564463 0.0811181 0.0849425 0.0877891
50.0 0.169309 0.247885 0.0785761 -0.208597 0.0453666 0.163231 -0.0300444 0.0129764 0.0550098 0.0786618 0.0825475 0.0854133
51.0 0.167921 0.252683 0.0847615 -0.210302 0.0415799 0.168722 -0.0330503 0.00113736 0.048755 0.0760508 0.0812211 0.0849115
52.0 0.168604 0.252253 0.0836489 -0.210429 0.0424777 0.167951 -0.0499992 -0.0119588 0.0445924 0.0760178 0.082969 0.087639
53.0 0.169756 0.256261 0.0865053 -0.213008 0.0416252 0.171383 -0.0977703 -0.0372509 0.0354734 0.0747758 0.0851819 0.0916492
54.0 0.169467 0.263578 0.0941115 -0.216523 0.0376777 0.178845 -0.169783 -0.07542 0.0197361 0.0702818 0.0854709 0.094536
55.0 0.175669 0.252402 0.0767321 -0.214036 0.0494687 0.164567 -0.252618 -0.111798 0.00573379 0.0657535 0.0871873 0.0989816
56.0 0.18672 0.239649 0.0529298 -0.213185 0.0668949 0.14629 -0.301892 -0.119249 0.00916619 0.0718357 0.0960373 0.108688
57.0 0.197483 0.253136 0.0556529 -0.225309 0.0709149 0.154394 -0.335456 -0.124558 0.0159529 0.0816789 0.105562 0.117824
58.0 0.208613 0.272663 0.0640499 -0.240638 0.0722816 0.168356 -0.364158 -0.126983 0.0255011 0.0937519 0.116257 0.12771
59.0 0.215092 0.280423 0.0653312 -0.247757 0.0748804 0.172877 -0.385819 -0.125374 0.0332271 0.102198 0.123509 0.134278
60.0 0.222137 0.288426 0.0662889 -0.255281 0.0779239 0.177357 -0.394128 -0.121834 0.0417342 0.110737 0.130358 0.140031
61.0 0.225606 0.278748 0.0531425 -0.252177 0.0862317 0.165945 -0.397563 -0.118601 0.0470403 0.114833 0.133592 0.142406
62.0 0.219861 0.257518 0.0376571 -0.238689 0.0911017 0.147587 -0.385258 -0.116349 0.043683 0.109958 0.12909 0.137671
63.0 0.217985 0.234446 0.0164614 -0.226216 0.100762 0.125454 -0.362338 -0.0991387 0.0517785 0.111023 0.126994 0.133305
64.0 0.217252 0.211593 -0.00565974 -0.214422 0.111456 0.102966 -0.335946 -0.0770862 0.0652213 0.11586 0.127543 0.130925
65.0 0.215889 0.191041 -0.024848 -0.203465 0.120369 0.0830967 -0.303425 -0.0505298 0.0805848 0.121644 0.128464 0.128819
66.0 0.210333 0.154034 -0.0562992 -0.182184 0.133316 0.0488675 -0.266376 -0.02721 0.0920582 0.121865 0.124885 0.122757
67.0 0.206459 0.133997 -0.0724623 -0.170228 0.139461 0.0307673 -0.243249 -0.00918166 0.101824 0.122717 0.122314 0.118076
68.0 0.201422 0.112131 -0.089291 -0.156777 0.145357 0.0114202 -0.24649 -0.00227729 0.10362 0.118381 0.11764 0.112815
69.0 0.199218 0.102616 -0.0966014 -0.150917 0.147909 0.00300741 -0.264107 -0.00690481 0.0988649 0.112422 0.113504 0.109369
70.0 0.201528 0.107139 -0.0943897 -0.154333 0.147959 0.00637446 -0.271979 0.00693994 0.110003 0.119454 0.118154 0.112631
71.0 0.204704 0.11048 -0.0942236 -0.157592 0.149464 0.00812831 -0.280009 0.0106969 0.116934 0.125425 0.123184 0.116981
72.0 0.210548 0.112508 -0.0980397 -0.161528 0.154294 0.00723404 -0.275849 0.0146189 0.125209 0.132834 0.130106 0.123324
73.0 0.212827 0.117119 -0.0957083 -0.164973 0.154268 0.0107055 -0.271119 0.0125845 0.130816 0.139025 0.13608 0.128891
74.0 0.21412 0.112122 -0.101998 -0.163121 0.158059 0.00506173 -0.273394 0.00193008 0.127497 0.137998 0.137558 0.131164
75.0 0.2143 0.11954 -0.0947599 -0.16692 0.15453 0.0123899 -0.276562 -0.00948585 0.124244 0.138735 0.139749 0.133942
76.0 0.214063 0.125722 -0.0883411 -0.169893 0.151202 0.0186905 -0.264213 -0.00129617 0.129912 0.143178 0.143173 0.136778
77.0 0.210383 0.12789 -0.0824928 -0.169137 0.146438 0.0226987 -0.25343 0.00168316 0.128811 0.14211 0.142296 0.135988
78.0 0.212835 0.133165 -0.0796703 -0.173 0.146253 0.0267473 -0.244276 0.00597023 0.134152 0.147028 0.146509 0.13949
79.0 0.213724 0.139568 -0.0741557 -0.176646 0.14394 0.0327064 -0.245218 6.81486e-05 0.135809 0.150722 0.150469 0.14337
80.0 0.21466 0.148713 -0.0659468 -0.181686 0.140303 0.0413831 -0.244779 -0.00294452 0.14092 0.157125 0.155988 0.14813
81.0 0.213611 0.16006 -0.0535512 -0.186836 0.133581 0.0532543 -0.248275 -0.0130608 0.138074 0.158989 0.158789 0.151308
82.0 0.212544 0.164778 -0.0477665 -0.188661 0.130155 0.0585058 -0.243505 -0.0120061 0.139502 0.161083 0.160801 0.152964
83.0 0.213538 0.158445 -0.0550925 -0.185992 0.134315 0.0516764 -0.24228 -0.0165067 0.136824 0.159279 0.160682 0.15317
84.0 0.216659 0.155343 -0.0613165 -0.186001 0.138988 0.0470131 -0.249725 -0.0279697 0.132412 0.15844 0.162187 0.155181
85.0 0.212648 0.159054 -0.0535946 -0.185851 0.133121 0.0527295 -0.254844 -0.0390945 0.129777 0.159245 0.163705 0.156798
86.0 0.206343 0.16662 -0.0397234 -0.186482 0.123033 0.0634483 -0.256978 -0.0553789 0.124243 0.159128  0.164 0.157468
87.0 0.194643 0.178841 -0.0158029 -0.186742 0.105223 0.0815188 -0.249547 -0.0736297 0.114747 0.157246 0.162354 0.156546
88.0 0.190509 0.17885 -0.0116583 -0.184679 0.101083 0.083596 -0.246091 -0.0761395 0.109585 0.15369 0.159827 0.154612
89.0 0.187862 0.180695 -0.00716738 -0.184278 0.0975147 0.0867637 -0.240477 -0.0720172 0.111079 0.154404 0.159757 0.154044
90.0 0.18338 0.182496 -0.0008834 -0.182938 0.0921316 0.0908065 -0.23256 -0.0634415 0.114091 0.154739 0.158865 0.152552
91.0 0.179988 0.17468 -0.00530826 -0.177334 0.0926483 0.084686 -0.226742 -0.0564568 0.116365 0.153138 0.156679 0.149858
92.0 0.171673 0.162125 -0.0095481 -0.166899 0.0906103 0.0762882 -0.20711 -0.0384755 0.122179 0.151074 0.151883 0.143753
93.0 0.168403 0.145283 -0.0231196 -0.156843 0.0957613 0.0610818 -0.197621 -0.0334866 0.120301 0.145656 0.146723 0.138241
94.0 0.165945 0.129706 -0.0362386 -0.147826 0.101092 0.0467339 -0.193279 -0.0331439 0.115457 0.138816 0.141346 0.133201
95.0 0.155643 0.124134 -0.0315087 -0.139889 0.0935759 0.0463129 -0.182475 -0.0340312 0.106762 0.129852 0.132989 0.125417
96.0 0.146912 0.107701 -0.0392112 -0.127307 0.0930618 0.034245 -0.177157 -0.047832 0.0880564 0.113879 0.120486 0.114822
97.0 0.139035 0.0893565 -0.0496787 -0.114196 0.094357 0.0198389 -0.169358 -0.0541448 0.0755208 0.10144 0.109894 0.105179
