# CRN98 con @ 1.0Hz (beat 10)
# times shifted to give profile starting at 0ms, with stimulus at 50ms
#  time (ms)  Membrane (mV)   [Ca2+]i (mM)              d              f            IK1
     215.005        -38.096    0.000423068      0.0305147        0.51264        1.74679
     215.505        -38.302    0.000422291      0.0297507       0.513108        1.73612
     216.005        -38.509    0.000421514      0.0290054       0.513581        1.72494
     216.505        -38.715    0.000420739      0.0282783       0.514059        1.71326
     217.005        -38.921    0.000419965       0.027569        0.51454        1.70111
     217.505        -39.127    0.000419192      0.0268773       0.515025        1.68848
     218.005        -39.333     0.00041842      0.0262026       0.515515        1.67539
     218.505        -39.539    0.000417649      0.0255447       0.516007        1.66185
     219.005        -39.745     0.00041688      0.0249031       0.516503        1.64788
     219.505        -39.951    0.000416111      0.0242775       0.517003        1.63349
     220.005        -40.157    0.000415344      0.0236675       0.517505        1.61869
     220.505        -40.362    0.000414577      0.0230729       0.518011         1.6035
     221.005        -40.568    0.000413812      0.0224931        0.51852        1.58794
     221.505        -40.774    0.000413048      0.0219279       0.519031        1.57202
     222.005        -40.979    0.000412285       0.021377       0.519544        1.55576
     222.505        -41.184    0.000411524      0.0208399       0.520061        1.53917
     223.005        -41.389    0.000410763      0.0203165       0.520579        1.52227
     223.505        -41.594    0.000410004      0.0198063         0.5211        1.50509
     224.005        -41.799    0.000409246      0.0193091       0.521623        1.48764
     224.505        -42.004    0.000408489      0.0188245       0.522147        1.46993
     225.005        -42.208    0.000407734      0.0183523       0.522674        1.45198
     225.505        -42.412     0.00040698      0.0178921       0.523202        1.43382
     226.005        -42.617    0.000406227      0.0174436       0.523732        1.41546
     226.505        -42.821    0.000405475      0.0170067       0.524263        1.39692
     227.005        -43.024    0.000404724      0.0165809       0.524796        1.37822
     227.505        -43.228    0.000403975       0.016166        0.52533        1.35938
     228.005        -43.431    0.000403227      0.0157618       0.525865        1.34041
     228.505        -43.634     0.00040248      0.0153679       0.526401        1.32133
     229.005        -43.837    0.000401735      0.0149842       0.526938        1.30217
     229.505        -44.040    0.000400991      0.0146103       0.527476        1.28293
     230.005        -44.243    0.000400248      0.0142461       0.528015        1.26364
     230.505        -44.445    0.000399506      0.0138912       0.528555        1.24431
     231.005        -44.647    0.000398766      0.0135454       0.529095        1.22496
     231.505        -44.849    0.000398027      0.0132086       0.529636        1.20561
     232.005        -45.050     0.00039729      0.0128805       0.530178        1.18627
     232.505        -45.252    0.000396553      0.0125608        0.53072        1.16695
     233.005        -45.453    0.000395818      0.0122494       0.531262        1.14767
     233.505        -45.653    0.000395085       0.011946       0.531805        1.12845
     234.005        -45.854    0.000394353      0.0116505       0.532348         1.1093
     234.505        -46.054    0.000393622      0.0113625       0.532891        1.09022
     235.005        -46.254    0.000392892      0.0110821       0.533434        1.07125
     235.505        -46.454    0.000392164      0.0108088       0.533977        1.05238
     236.005        -46.653    0.000391437      0.0105426        0.53452        1.03363
     236.505        -46.853    0.000390712      0.0102833       0.535064          1.015
     237.005        -47.051    0.000389987      0.0100307       0.535607       0.996522
     237.505        -47.250    0.000389265     0.00978455        0.53615       0.978188
     238.005        -47.448    0.000388543     0.00954479       0.536693       0.960014
     238.505        -47.646    0.000387823     0.00931121       0.537235       0.942006
     239.005        -47.844    0.000387105     0.00908366       0.537778       0.924174
     239.505        -48.041    0.000386387     0.00886198        0.53832       0.906525
     240.005        -48.238    0.000385671       0.008646       0.538862       0.889066
     240.505        -48.435    0.000384957     0.00843559       0.539403       0.871803
     241.005        -48.632    0.000384244      0.0082306       0.539944       0.854743
     241.505        -48.828    0.000383532     0.00803088       0.540485        0.83789
     242.005        -49.023    0.000382822      0.0078363       0.541025       0.821249
     242.505        -49.219    0.000382113     0.00764672       0.541565       0.804825
     243.005        -49.414    0.000381405     0.00746201       0.542104       0.788622
     243.505        -49.609    0.000380699     0.00728205       0.542642       0.772644
     244.005        -49.803    0.000379994      0.0071067        0.54318       0.756892
     244.505        -49.998    0.000379291     0.00693585       0.543718        0.74137
     245.005        -50.191    0.000378589     0.00676938       0.544254       0.726081
     245.505        -50.385    0.000377889     0.00660717        0.54479       0.711024
     246.005        -50.578     0.00037719     0.00644912       0.545326       0.696203
     246.505        -50.771    0.000376492     0.00629511       0.545861       0.681618
     247.005        -50.963    0.000375796     0.00614503       0.546395        0.66727
     247.505        -51.155    0.000375101     0.00599878       0.546928       0.653159
     248.005        -51.347    0.000374407     0.00585627       0.547461       0.639285
     248.505        -51.538    0.000373715     0.00571739       0.547993       0.625649
     249.005        -51.729    0.000373025     0.00558205       0.548524       0.612249
     249.505        -51.920    0.000372336     0.00545016       0.549054       0.599085
     250.005        -52.110    0.000371648     0.00532162       0.549584       0.586155
     250.505        -52.300    0.000370962     0.00519635       0.550113       0.573459
     251.005        -52.489    0.000370277     0.00507427       0.550641       0.560996
     251.505        -52.678    0.000369593     0.00495528       0.551168       0.548763
     252.005        -52.867    0.000368911     0.00483931       0.551694        0.53676
     252.505        -53.055    0.000368231     0.00472627        0.55222       0.524983
     253.005        -53.243    0.000367551      0.0046161       0.552744       0.513431
     253.505        -53.431    0.000366874     0.00450872       0.553268       0.502102
     254.005        -53.618    0.000366197     0.00440405       0.553791       0.490993
     254.505        -53.805    0.000365522     0.00430203       0.554314       0.480103
     255.005        -53.991    0.000364849     0.00420258       0.554835       0.469428
     255.505        -54.177    0.000364177     0.00410564       0.555355       0.458965
     256.005        -54.362    0.000363506     0.00401114       0.555875       0.448713
     256.505        -54.547    0.000362837     0.00391902       0.556394       0.438669
     257.005        -54.732    0.000362169     0.00382922       0.556911       0.428829
     257.505        -54.916    0.000361503     0.00374168       0.557428        0.41919
     258.005        -55.100    0.000360838     0.00365634       0.557944       0.409751
     258.505        -55.283    0.000360175     0.00357314        0.55846       0.400507
     259.005        -55.466    0.000359513     0.00349203       0.558974       0.391456
     259.505        -55.648    0.000358852     0.00341295       0.559487       0.382595
     260.005        -55.830    0.000358193     0.00333585           0.56        0.37392
     260.505        -56.011    0.000357535     0.00326068       0.560512        0.36543
     261.005        -56.192    0.000356879      0.0031874       0.561022        0.35712
     261.505        -56.373    0.000356224     0.00311594       0.561532       0.348988
     262.005        -56.553    0.000355571     0.00304627       0.562041       0.341031
     262.505        -56.732    0.000354919     0.00297834        0.56255       0.333245
     263.005        -56.911    0.000354268      0.0029121       0.563057       0.325628
     263.505        -57.089    0.000353619     0.00284752       0.563563       0.318177
     264.005        -57.267    0.000352972     0.00278454       0.564069       0.310888
     264.505        -57.445    0.000352325     0.00272313       0.564574       0.303759
     265.005        -57.622    0.000351681     0.00266325       0.565077       0.296787
     265.505        -57.798    0.000351037     0.00260486        0.56558       0.289969
     266.005        -57.974    0.000350395     0.00254792       0.566082       0.283301
     266.505        -58.149    0.000349755      0.0024924       0.566584       0.276782
     267.005        -58.324    0.000349116     0.00243825       0.567084       0.270408
     267.505        -58.498    0.000348478     0.00238545       0.567583       0.264177
     268.005        -58.671    0.000347842     0.00233395       0.568082       0.258085
     268.505        -58.844    0.000347207     0.00228373        0.56858        0.25213
     269.005        -59.017    0.000346574     0.00223476       0.569077        0.24631
     269.505        -59.188    0.000345942     0.00218699       0.569573       0.240621
     270.005        -59.360    0.000345312     0.00214041       0.570068       0.235061
     270.505        -59.530    0.000344683     0.00209498       0.570563       0.229628
     271.005        -59.700    0.000344055     0.00205067       0.571056       0.224319
     271.505        -59.869    0.000343429     0.00200745       0.571549       0.219131
     272.005        -60.038    0.000342804      0.0019653       0.572041       0.214062
     272.505        -60.206    0.000342181     0.00192419       0.572532        0.20911
     273.005        -60.373    0.000341559      0.0018841       0.573023       0.204271
     273.505        -60.540    0.000340939     0.00184499       0.573512       0.199545
     274.005        -60.706     0.00034032     0.00180684       0.574001       0.194928
     274.505        -60.872    0.000339702     0.00176964       0.574489       0.190418
     275.005        -61.036    0.000339086     0.00173335       0.574976       0.186014
     275.505        -61.200    0.000338472     0.00169795       0.575462       0.181712
     276.005        -61.363    0.000337858     0.00166341       0.575948        0.17751
     276.505        -61.526    0.000337247     0.00162973       0.576433       0.173407
     277.005        -61.688    0.000336636     0.00159687       0.576917       0.169401
     277.505        -61.849    0.000336027     0.00156482         0.5774       0.165489
     278.005        -62.009     0.00033542     0.00153356       0.577883       0.161669
     278.505        -62.169    0.000334814     0.00150306       0.578364        0.15794
     279.005        -62.327    0.000334209     0.00147331       0.578845       0.154299
     279.505        -62.485    0.000333606     0.00144428       0.579325       0.150745
     280.005        -62.643    0.000333004     0.00141596       0.579805       0.147275
     280.505        -62.799    0.000332404     0.00138834       0.580283       0.143888
     281.005        -62.955    0.000331805     0.00136139       0.580761       0.140582
     281.505        -63.109    0.000331208      0.0013351       0.581239       0.137355
     282.005        -63.263    0.000330612     0.00130944       0.581715       0.134206
     282.505        -63.417    0.000330017     0.00128442       0.582191       0.131132
     283.005        -63.569    0.000329424        0.00126       0.582666       0.128133
     283.505        -63.721    0.000328833     0.00123618        0.58314       0.125206
     284.005        -63.871    0.000328242     0.00121293       0.583614        0.12235
     284.505        -64.021    0.000327653     0.00119025       0.584086       0.119563
     285.005        -64.170    0.000327066     0.00116812       0.584559       0.116844
     285.505        -64.318     0.00032648     0.00114653        0.58503       0.114191
     286.005        -64.465    0.000325896     0.00112546       0.585501       0.111603
     286.505        -64.611    0.000325313      0.0011049       0.585971       0.109078
     287.005        -64.757    0.000324731     0.00108484        0.58644       0.106615
     287.505        -64.901    0.000324151     0.00106527       0.586909       0.104212
     288.005        -65.045    0.000323572     0.00104616       0.587377       0.101868
     288.505        -65.187    0.000322995     0.00102752       0.587844      0.0995817
     289.005        -65.329    0.000322419     0.00100933       0.588311      0.0973518
     289.505        -65.470    0.000321845    0.000991573       0.588777      0.0951768
     290.005        -65.610    0.000321272    0.000974246       0.589242      0.0930556
     290.505        -65.748      0.0003207    0.000957335       0.589706      0.0909868
     291.005        -65.886     0.00032013     0.00094083        0.59017      0.0889693
     291.505        -66.023    0.000319561    0.000924721       0.590634      0.0870018
     292.005        -66.159    0.000318994    0.000908999       0.591096      0.0850831
     292.505        -66.294    0.000318428    0.000893652       0.591558      0.0832122
     293.005        -66.428    0.000317864    0.000878673       0.592019      0.0813878
     293.505        -66.561    0.000317301    0.000864052        0.59248      0.0796089
     294.005        -66.693     0.00031674    0.000849779        0.59294      0.0778743
     294.505        -66.824     0.00031618    0.000835847       0.593399      0.0761831
     295.005        -66.954    0.000315621    0.000822246       0.593858      0.0745342
     295.505        -67.083    0.000315064    0.000808969       0.594316      0.0729265
     296.005        -67.211    0.000314508    0.000796006       0.594774       0.071359
     296.505        -67.338    0.000313954    0.000783352       0.595231      0.0698308
     297.005        -67.464    0.000313401    0.000770997       0.595687       0.068341
     297.505        -67.589     0.00031285    0.000758934       0.596143      0.0668885
     298.005        -67.713      0.0003123    0.000747156       0.596598      0.0654725
     298.505        -67.836    0.000311751    0.000735656       0.597052      0.0640921
     299.005        -67.958    0.000311204    0.000724426       0.597506      0.0627464
     299.505        -68.078    0.000310659    0.000713461       0.597959      0.0614345
     300.005        -68.198    0.000310114    0.000702753       0.598411      0.0601556
     300.505        -68.317    0.000309572    0.000692297       0.598863      0.0589089
     301.005        -68.435     0.00030903    0.000682085       0.599315      0.0576935
     301.505        -68.551     0.00030849    0.000672112       0.599765      0.0565088
     302.005        -68.667    0.000307952    0.000662371       0.600216      0.0553539
     302.505        -68.781    0.000307415    0.000652858       0.600665      0.0542281
     303.005        -68.895    0.000306879    0.000643566       0.601114      0.0531306
     303.505        -69.007    0.000306345    0.000634489       0.601563      0.0520607
     304.005        -69.119    0.000305813    0.000625623        0.60201      0.0510178
     304.505        -69.229    0.000305281    0.000616963       0.602458      0.0500011
     305.005        -69.338    0.000304752    0.000608502       0.602904        0.04901
     305.505        -69.447    0.000304223    0.000600236        0.60335      0.0480439
     306.005        -69.554    0.000303696    0.000592161       0.603796       0.047102
     306.505        -69.660    0.000303171    0.000584271       0.604241      0.0461838
     307.005        -69.765    0.000302647    0.000576562       0.604685      0.0452886
     307.505        -69.869    0.000302124     0.00056903       0.605129       0.044416
     308.005        -69.972    0.000301603    0.000561669       0.605572      0.0435652
     308.505        -70.074    0.000301083    0.000554476       0.606015      0.0427358
     309.005        -70.175    0.000300565    0.000547447       0.606457      0.0419271
     309.505        -70.275    0.000300048    0.000540578       0.606899      0.0411387
     310.005        -70.374    0.000299533    0.000533864        0.60734      0.0403699
     310.505        -70.472    0.000299019    0.000527302        0.60778      0.0396204
     311.005        -70.569    0.000298506    0.000520888        0.60822      0.0388896
     311.505        -70.664    0.000297995    0.000514618       0.608659      0.0381771
     312.005        -70.759    0.000297485     0.00050849       0.609098      0.0374822
     312.505        -70.853    0.000296977    0.000502498       0.609536      0.0368047
     313.005        -70.946     0.00029647    0.000496641       0.609974      0.0361439
     313.505        -71.037    0.000295964    0.000490914       0.610411      0.0354996
     314.005        -71.128     0.00029546    0.000485315       0.610848      0.0348712
     314.505        -71.218    0.000294958     0.00047984       0.611284      0.0342584
     315.005        -71.307    0.000294457    0.000474487       0.611719      0.0336607
     315.505        -71.394    0.000293957    0.000469251       0.612154      0.0330777
     316.005        -71.481    0.000293458    0.000464132       0.612589      0.0325091
     316.505        -71.567    0.000292961    0.000459125       0.613023      0.0319545
     317.005        -71.652    0.000292466    0.000454227       0.613456      0.0314134
     317.505        -71.735    0.000291972    0.000449437       0.613889      0.0308857
     318.005        -71.818    0.000291479    0.000444752       0.614321      0.0303708
     318.505        -71.900    0.000290988    0.000440168       0.614753      0.0298685
     319.005        -71.981    0.000290498    0.000435684       0.615184      0.0293784
     319.505        -72.061     0.00029001    0.000431298       0.615615      0.0289002
     320.005        -72.140    0.000289523    0.000427006       0.616045      0.0284336
     320.505        -72.218    0.000289037    0.000422806       0.616475      0.0279783
     321.005        -72.296    0.000288553    0.000418697       0.616904       0.027534
     321.505        -72.372     0.00028807    0.000414676       0.617333      0.0271004
     322.005        -72.447    0.000287589    0.000410741       0.617761      0.0266772
     322.505        -72.522    0.000287109     0.00040689       0.618189      0.0262642
     323.005        -72.595     0.00028663    0.000403121       0.618616       0.025861
     323.505        -72.668    0.000286153    0.000399431       0.619042      0.0254675
     324.005        -72.740    0.000285677     0.00039582       0.619469      0.0250833
     324.505        -72.811    0.000285203    0.000392285       0.619894      0.0247083
     325.005        -72.881    0.000284729    0.000388824       0.620319      0.0243421
     325.505        -72.950    0.000284258    0.000385435       0.620744      0.0239846
     326.005        -73.018    0.000283788    0.000382118       0.621168      0.0236354
     326.505        -73.086    0.000283319    0.000378869       0.621592      0.0232945
     327.005        -73.152    0.000282851    0.000375688       0.622015      0.0229616
     327.505        -73.218    0.000282385    0.000372573       0.622437      0.0226365
     328.005        -73.283     0.00028192    0.000369522       0.622859      0.0223189
     328.505        -73.347    0.000281457    0.000366534       0.623281      0.0220087
     329.005        -73.411    0.000280995    0.000363608       0.623702      0.0217056
     329.505        -73.473    0.000280535    0.000360741       0.624123      0.0214096
     330.005        -73.535    0.000280075    0.000357932       0.624543      0.0211204
     330.505        -73.596    0.000279617    0.000355181       0.624962      0.0208378
     331.005        -73.656    0.000279161    0.000352486       0.625381      0.0205617
     331.505        -73.715    0.000278706    0.000349845         0.6258      0.0202918
     332.005        -73.774    0.000278252    0.000347257       0.626218      0.0200281
     332.505        -73.832      0.0002778    0.000344721       0.626636      0.0197704
     333.005        -73.889    0.000277349    0.000342236       0.627053      0.0195185
     333.505        -73.946    0.000276899      0.0003398        0.62747      0.0192722
     334.005        -74.001    0.000276451    0.000337413       0.627886      0.0190315
     334.505        -74.056    0.000276004    0.000335073       0.628301      0.0187961
     335.005        -74.111    0.000275558    0.000332779       0.628717       0.018566
     335.505        -74.164    0.000275114    0.000330531       0.629131       0.018341
     336.005        -74.217    0.000274671    0.000328326       0.629546       0.018121
     336.505        -74.269    0.000274229    0.000326164       0.629959      0.0179058
     337.005        -74.321    0.000273789    0.000324045       0.630373      0.0176953
     337.505        -74.372     0.00027335    0.000321967       0.630785      0.0174894
     338.005        -74.422    0.000272912    0.000319929       0.631198       0.017288
     338.505        -74.471    0.000272476     0.00031793       0.631609       0.017091
     339.005        -74.520    0.000272041    0.000315969       0.632021      0.0168983
     339.505        -74.569    0.000271607    0.000314046       0.632432      0.0167097
     340.005        -74.616    0.000271175     0.00031216       0.632842      0.0165251
     340.505        -74.663    0.000270744    0.000310309       0.633252      0.0163445
     341.005        -74.710    0.000270314    0.000308494       0.633661      0.0161677
     341.505        -74.755    0.000269885    0.000306712        0.63407      0.0159947
     342.005        -74.800    0.000269458    0.000304964       0.634479      0.0158254
     342.505        -74.845    0.000269033    0.000303249       0.634887      0.0156596
     343.005        -74.889    0.000268608    0.000301566       0.635294      0.0154972
     343.505        -74.932    0.000268185    0.000299914       0.635702      0.0153383
     344.005        -74.975    0.000267763    0.000298292       0.636108      0.0151827
     344.505        -75.018    0.000267342      0.0002967       0.636514      0.0150302
     345.005        -75.059    0.000266923    0.000295138        0.63692       0.014881
     345.505        -75.101    0.000266505    0.000293604       0.637325      0.0147348
     346.005        -75.141    0.000266088    0.000292098        0.63773      0.0145915
     346.505        -75.181    0.000265672    0.000290619       0.638134      0.0144512
     347.005        -75.221    0.000265258    0.000289167       0.638538      0.0143138
     347.505        -75.260    0.000264845    0.000287741       0.638941      0.0141791
     348.005        -75.299    0.000264433    0.000286341       0.639344      0.0140471
     348.505        -75.337    0.000264023    0.000284966       0.639747      0.0139177
     349.005        -75.374    0.000263614    0.000283615       0.640149       0.013791
     349.505        -75.411    0.000263206    0.000282287        0.64055      0.0136667
     350.005        -75.448    0.000262799    0.000280984       0.640951      0.0135449
     350.505        -75.484    0.000262394    0.000279703       0.641352      0.0134255
     351.005        -75.520     0.00026199    0.000278444       0.641752      0.0133084
     351.505        -75.555    0.000261587    0.000277208       0.642152      0.0131936
     352.005        -75.590    0.000261185    0.000275992       0.642551       0.013081
     352.505        -75.624    0.000260784    0.000274798        0.64295      0.0129706
     353.005        -75.658    0.000260385    0.000273624       0.643348      0.0128623
     353.505        -75.691    0.000259987     0.00027247       0.643746      0.0127561
     354.005        -75.724     0.00025959    0.000271336       0.644143      0.0126519
     354.505        -75.757    0.000259195    0.000270221        0.64454      0.0125497
     355.005        -75.789      0.0002588    0.000269125       0.644937      0.0124494
     355.505        -75.821    0.000258407    0.000268047       0.645333       0.012351
     356.005        -75.852    0.000258015    0.000266987       0.645728      0.0122544
     356.505        -75.883    0.000257625    0.000265945       0.646123      0.0121596
     357.005        -75.913    0.000257235     0.00026492       0.646518      0.0120665
     357.505        -75.944    0.000256847    0.000263912       0.646912      0.0119752
     358.005        -75.973     0.00025646    0.000262921       0.647306      0.0118856
     358.505        -76.003    0.000256074    0.000261945       0.647699      0.0117975
     359.005        -76.032    0.000255689    0.000260986       0.648092      0.0117111
     359.505        -76.060    0.000255305    0.000260041       0.648485      0.0116262
     360.005        -76.089    0.000254923    0.000259113       0.648877      0.0115429
     360.505        -76.117    0.000254542    0.000258198       0.649268       0.011461
     361.005        -76.144    0.000254162    0.000257299       0.649659      0.0113806
     361.505        -76.172    0.000253783    0.000256414        0.65005      0.0113016
     362.005        -76.198    0.000253405    0.000255542        0.65044       0.011224
     362.505        -76.225    0.000253029    0.000254685        0.65083      0.0111477
     363.005        -76.251    0.000252653     0.00025384        0.65122      0.0110728
     363.505        -76.277    0.000252279    0.000253009       0.651608      0.0109991
     364.005        -76.303    0.000251906    0.000252191       0.651997      0.0109268
     364.505        -76.328    0.000251534    0.000251385       0.652385      0.0108556
     365.005        -76.353    0.000251163    0.000250591       0.652772      0.0107857
     365.505        -76.378    0.000250794     0.00024981        0.65316       0.010717
     366.005        -76.402    0.000250425     0.00024904       0.653546      0.0106494
     366.505        -76.427    0.000250058    0.000248282       0.653933      0.0105829
     367.005        -76.450    0.000249692    0.000247536       0.654318      0.0105176
     367.505        -76.474    0.000249327      0.0002468       0.654704      0.0104533
     368.005        -76.497    0.000248963    0.000246075       0.655089      0.0103901
     368.505        -76.520      0.0002486    0.000245361       0.655473      0.0103279
     369.005        -76.543    0.000248238    0.000244657       0.655857      0.0102668
     369.505        -76.565    0.000247877    0.000243964       0.656241      0.0102066
     370.005        -76.588    0.000247518    0.000243281       0.656624      0.0101474
     370.505        -76.610    0.000247159    0.000242607       0.657007      0.0100891
     371.005        -76.631    0.000246802    0.000241943       0.657389      0.0100318
     371.505        -76.653    0.000246446    0.000241289       0.657771     0.00997537
     372.005        -76.674    0.000246091    0.000240644       0.658153     0.00991983
     372.505        -76.695    0.000245737    0.000240007       0.658534     0.00986516
     373.005        -76.716    0.000245384     0.00023938       0.658914     0.00981134
     373.505        -76.736    0.000245032    0.000238762       0.659295     0.00975836
     374.005        -76.756    0.000244681    0.000238152       0.659674     0.00970618
     374.505        -76.776    0.000244332     0.00023755       0.660054      0.0096548
     375.005        -76.796    0.000243983    0.000236957       0.660433     0.00960421
     375.505        -76.816    0.000243635    0.000236371       0.660811     0.00955437
     376.005        -76.835    0.000243289    0.000235794       0.661189     0.00950528
     376.505        -76.854    0.000242943    0.000235224       0.661567     0.00945693
     377.005        -76.873    0.000242599    0.000234662       0.661944     0.00940929
     377.505        -76.892    0.000242256    0.000234107       0.662321     0.00936235
     378.005        -76.911    0.000241913     0.00023356       0.662697      0.0093161
     378.505        -76.929    0.000241572     0.00023302       0.663073     0.00927052
     379.005        -76.947    0.000241232    0.000232487       0.663448      0.0092256
     379.505        -76.965    0.000240893     0.00023196       0.663824     0.00918133
     380.005        -76.983    0.000240555    0.000231441       0.664198     0.00913769
     380.505        -77.001    0.000240218    0.000230928       0.664572     0.00909466
     381.005        -77.018    0.000239882    0.000230421       0.664946     0.00905225
     381.505        -77.035    0.000239547    0.000229921        0.66532     0.00901043
     382.005        -77.052    0.000239213    0.000229428       0.665693     0.00896919
     382.505        -77.069     0.00023888     0.00022894       0.666065     0.00892852
     383.005        -77.086    0.000238548    0.000228458       0.666437     0.00888841
     383.505        -77.102    0.000238217    0.000227983       0.666809     0.00884884
     384.005        -77.119    0.000237887    0.000227513        0.66718     0.00880982
     384.505        -77.135    0.000237558    0.000227048       0.667551     0.00877132
     385.005        -77.151     0.00023723     0.00022659       0.667922     0.00873334
     385.505        -77.167    0.000236903    0.000226137       0.668292     0.00869586
     386.005        -77.183    0.000236577    0.000225689       0.668661     0.00865888
     386.505        -77.198    0.000236252    0.000225247        0.66903     0.00862238
     387.005        -77.214    0.000235928    0.000224809       0.669399     0.00858636
     387.505        -77.229    0.000235605    0.000224377       0.669768     0.00855081
     388.005        -77.244    0.000235283     0.00022395       0.670136     0.00851571
     388.505        -77.259    0.000234962    0.000223528       0.670503     0.00848107
     389.005        -77.274    0.000234642     0.00022311        0.67087     0.00844686
     389.505        -77.288    0.000234323    0.000222697       0.671237     0.00841309
     390.005        -77.303    0.000234005    0.000222289       0.671603     0.00837974
     390.505        -77.317    0.000233687    0.000221886       0.671969     0.00834681
     391.005        -77.332    0.000233371    0.000221487       0.672335     0.00831428
     391.505        -77.346    0.000233056    0.000221092         0.6727     0.00828215
     392.005        -77.360    0.000232742    0.000220702       0.673064     0.00825042
     392.505        -77.374    0.000232428    0.000220316       0.673429     0.00821907
     393.005        -77.388    0.000232116    0.000219934       0.673792      0.0081881
     393.505        -77.401    0.000231804    0.000219556       0.674156      0.0081575
     394.005        -77.415    0.000231494    0.000219182       0.674519     0.00812726
     394.505        -77.428    0.000231184    0.000218812       0.674882     0.00809738
     395.005        -77.441    0.000230876    0.000218446       0.675244     0.00806785
     395.505        -77.455    0.000230568    0.000218084       0.675606     0.00803866
     396.005        -77.468    0.000230261    0.000217726       0.675967     0.00800981
     396.505        -77.481    0.000229955    0.000217371       0.676328     0.00798129
     397.005        -77.493     0.00022965     0.00021702       0.676689      0.0079531
     397.505        -77.506    0.000229346    0.000216672       0.677049     0.00792523
     398.005        -77.519    0.000229043    0.000216328       0.677408     0.00789767
     398.505        -77.531    0.000228741    0.000215987       0.677768     0.00787041
     399.005        -77.544    0.000228439     0.00021565       0.678127     0.00784347
     399.505        -77.556    0.000228139    0.000215316       0.678485     0.00781681
     400.005        -77.568     0.00022784    0.000214985       0.678844     0.00779045
     400.505        -77.580    0.000227541    0.000214658       0.679201     0.00776438
     401.005        -77.592    0.000227243    0.000214334       0.679559     0.00773858
     401.505        -77.604    0.000226946    0.000214012       0.679916     0.00771307
     402.005        -77.616     0.00022665    0.000213694       0.680272     0.00768782
     402.505        -77.628    0.000226355    0.000213379       0.680628     0.00766284
     403.005        -77.639    0.000226061    0.000213067       0.680984     0.00763812
     403.505        -77.651    0.000225768    0.000212757       0.681339     0.00761367
     404.005        -77.662    0.000225475    0.000212451       0.681694     0.00758946
     404.505        -77.674    0.000225184    0.000212147       0.682049      0.0075655
     405.005        -77.685    0.000224893    0.000211846       0.682403     0.00754179
     405.505        -77.696    0.000224603    0.000211548       0.682757     0.00751832
     406.005        -77.707    0.000224314    0.000211253        0.68311     0.00749508
     406.505        -77.718    0.000224026     0.00021096       0.683463     0.00747208
     407.005        -77.729    0.000223739    0.000210669       0.683816      0.0074493
     407.505        -77.740    0.000223452    0.000210382       0.684168     0.00742675
     408.005        -77.751    0.000223167    0.000210096        0.68452     0.00740442
     408.505        -77.762    0.000222882    0.000209814       0.684871      0.0073823
     409.005        -77.772    0.000222598    0.000209533       0.685222      0.0073604
     409.505        -77.783    0.000222315    0.000209255       0.685573     0.00733871
     410.005        -77.793    0.000222033     0.00020898       0.685923     0.00731723
     410.505        -77.804    0.000221752    0.000208706       0.686273     0.00729595
     411.005        -77.814    0.000221471    0.000208435       0.686622     0.00727486
     411.505        -77.824    0.000221191    0.000208166       0.686971     0.00725398
     412.005        -77.835    0.000220912      0.0002079        0.68732     0.00723329
     412.505        -77.845    0.000220634    0.000207635       0.687668     0.00721278
     413.005        -77.855    0.000220357    0.000207373       0.688016     0.00719247
     413.505        -77.865    0.000220081    0.000207113       0.688364     0.00717234
     414.005        -77.875    0.000219805    0.000206855       0.688711     0.00715239
     414.505        -77.885     0.00021953    0.000206598       0.689057     0.00713262
     415.005        -77.894    0.000219256    0.000206344       0.689404     0.00711302
     415.505        -77.904    0.000218983    0.000206092       0.689749      0.0070936
     416.005        -77.914    0.000218711    0.000205842       0.690095     0.00707435
     416.505        -77.923    0.000218439    0.000205594        0.69044     0.00705526
     417.005        -77.933    0.000218168    0.000205348       0.690785     0.00703634
     417.505        -77.942    0.000217898    0.000205103       0.691129     0.00701759
     418.005        -77.952    0.000217629     0.00020486       0.691473     0.00699899
     418.505        -77.961     0.00021736     0.00020462       0.691817     0.00698055
     419.005        -77.970    0.000217093    0.000204381        0.69216     0.00696226
     419.505        -77.980    0.000216826    0.000204143       0.692503     0.00694413
     420.005        -77.989     0.00021656    0.000203908       0.692845     0.00692614
     420.505        -77.998    0.000216295    0.000203674       0.693187     0.00690831
     421.005        -78.007     0.00021603    0.000203442       0.693529     0.00689062
     421.505        -78.016    0.000215766    0.000203211        0.69387     0.00687308
     422.005        -78.025    0.000215503    0.000202983       0.694211     0.00685567
     422.505        -78.034    0.000215241    0.000202755       0.694552     0.00683841
     423.005        -78.043    0.000214979     0.00020253       0.694892     0.00682128
     423.505        -78.052    0.000214719    0.000202306       0.695232     0.00680429
     424.005        -78.060    0.000214459    0.000202083       0.695571     0.00678744
     424.505        -78.069      0.0002142    0.000201862        0.69591     0.00677071
     425.005        -78.078    0.000213941    0.000201643       0.696249     0.00675411
     425.505        -78.086    0.000213683    0.000201425       0.696587     0.00673765
     426.005        -78.095    0.000213426    0.000201208       0.696925     0.00672131
     426.505        -78.104     0.00021317    0.000200993       0.697262     0.00670509
     427.005        -78.112    0.000212915     0.00020078       0.697599     0.00668899
     427.505        -78.120     0.00021266    0.000200567       0.697936     0.00667302
