# CRN98 icl @ 1.0Hz (beat 10)
# times shifted to give profile starting at 0ms, with stimulus at 50ms
#  time (ms)  Membrane (mV)   [Ca2+]i (mM)              d              f            IK1
     256.005        -56.232    0.000338021     0.00315384       0.616324              0
     256.505        -56.378    0.000337424     0.00309665       0.616767              0
     257.005        -56.523    0.000336829     0.00304065        0.61721              0
     257.505        -56.668    0.000336235     0.00298583       0.617652              0
     258.005        -56.813    0.000335642     0.00293214       0.618093              0
     258.505        -56.957     0.00033505     0.00287958       0.618533              0
     259.005        -57.100     0.00033446     0.00282811       0.618973              0
     259.505        -57.243    0.000333872     0.00277771       0.619412              0
     260.005        -57.386    0.000333285     0.00272835       0.619851              0
     260.505        -57.528    0.000332699     0.00268002       0.620289              0
     261.005        -57.670    0.000332114     0.00263269       0.620726              0
     261.505        -57.812    0.000331531     0.00258635       0.621162              0
     262.005        -57.953     0.00033095     0.00254096       0.621598              0
     262.505        -58.093    0.000330369     0.00249651       0.622034              0
     263.005        -58.233    0.000329791     0.00245297       0.622468              0
     263.505        -58.373    0.000329213     0.00241034       0.622902              0
     264.005        -58.512    0.000328637     0.00236859       0.623335              0
     264.505        -58.650    0.000328062     0.00232769       0.623768              0
     265.005        -58.789    0.000327489     0.00228764         0.6242              0
     265.505        -58.926    0.000326917     0.00224841       0.624631              0
     266.005        -59.063    0.000326346     0.00220999       0.625062              0
     266.505        -59.200    0.000325777     0.00217236       0.625492              0
     267.005        -59.336    0.000325209      0.0021355       0.625921              0
     267.505        -59.472    0.000324643     0.00209939        0.62635              0
     268.005        -59.607    0.000324078     0.00206403       0.626778              0
     268.505        -59.742    0.000323514     0.00202938       0.627205              0
     269.005        -59.876    0.000322952     0.00199545       0.627632              0
     269.505        -60.009    0.000322391     0.00196221       0.628058              0
     270.005        -60.142    0.000321831     0.00192965       0.628483              0
     270.505        -60.275    0.000321273     0.00189776       0.628908              0
     271.005        -60.407    0.000320716     0.00186651       0.629332              0
     271.505        -60.539    0.000320161      0.0018359       0.629756              0
     272.005        -60.670    0.000319606     0.00180592       0.630179              0
     272.505        -60.800    0.000319054     0.00177654       0.630601              0
     273.005        -60.930    0.000318502     0.00174776       0.631023              0
     273.505        -61.059    0.000317952     0.00171957       0.631444              0
     274.005        -61.188    0.000317403     0.00169195       0.631865              0
     274.505        -61.316    0.000316856     0.00166489       0.632284              0
     275.005        -61.444     0.00031631     0.00163838       0.632704              0
     275.505        -61.571    0.000315765      0.0016124       0.633122              0
     276.005        -61.697    0.000315222     0.00158695        0.63354              0
     276.505        -61.823     0.00031468     0.00156201       0.633958              0
     277.005        -61.948    0.000314139     0.00153758       0.634374              0
     277.505        -62.073      0.0003136     0.00151364       0.634791              0
     278.005        -62.197    0.000313062     0.00149019       0.635206              0
     278.505        -62.321    0.000312526     0.00146721       0.635621              0
     279.005        -62.444     0.00031199     0.00144469       0.636036              0
     279.505        -62.566    0.000311456     0.00142262        0.63645              0
     280.005        -62.688    0.000310924       0.001401       0.636863              0
     280.505        -62.809    0.000310393     0.00137981       0.637275              0
     281.005        -62.929    0.000309863     0.00135904       0.637687              0
     281.505        -63.049    0.000309334      0.0013387       0.638099              0
     282.005        -63.168    0.000308807     0.00131876        0.63851              0
     282.505        -63.287    0.000308281     0.00129922        0.63892              0
     283.005        -63.405    0.000307757     0.00128007        0.63933              0
     283.505        -63.522    0.000307233      0.0012613       0.639739              0
     284.005        -63.639    0.000306711     0.00124291       0.640148              0
     284.505        -63.755    0.000306191     0.00122489       0.640556              0
     285.005        -63.870    0.000305672     0.00120723       0.640963              0
     285.505        -63.985    0.000305154     0.00118991        0.64137              0
     286.005        -64.099    0.000304637     0.00117295       0.641776              0
     286.505        -64.213    0.000304122     0.00115632       0.642182              0
     287.005        -64.325    0.000303608     0.00114002       0.642587              0
     287.505        -64.437    0.000303095     0.00112404       0.642992              0
     288.005        -64.549    0.000302584     0.00110838       0.643396              0
     288.505        -64.659    0.000302074     0.00109303       0.643799              0
     289.005        -64.769    0.000301565     0.00107799       0.644202              0
     289.505        -64.879    0.000301058     0.00106324       0.644605              0
     290.005        -64.988    0.000300551     0.00104878       0.645007              0
     290.505        -65.095    0.000300047     0.00103461       0.645408              0
     291.005        -65.203    0.000299543     0.00102072       0.645809              0
     291.505        -65.309    0.000299041      0.0010071       0.646209              0
     292.005        -65.415     0.00029854    0.000993752       0.646609              0
     292.505        -65.521    0.000298041    0.000980665       0.647008              0
     293.005        -65.625    0.000297542    0.000967834       0.647407              0
     293.505        -65.729    0.000297045    0.000955256       0.647805              0
     294.005        -65.832     0.00029655    0.000942923       0.648202              0
     294.505        -65.934    0.000296055    0.000930832       0.648599              0
     295.005        -66.036    0.000295562    0.000918977       0.648996              0
     295.505        -66.137    0.000295071    0.000907354       0.649392              0
     296.005        -66.237     0.00029458    0.000895957       0.649787              0
     296.505        -66.337    0.000294091    0.000884783       0.650182              0
     297.005        -66.436    0.000293603    0.000873826       0.650577              0
     297.505        -66.534    0.000293117    0.000863082       0.650971              0
     298.005        -66.631    0.000292631    0.000852546       0.651364              0
     298.505        -66.728    0.000292147    0.000842215       0.651757              0
     299.005        -66.824    0.000291665    0.000832083       0.652149              0
     299.505        -66.919    0.000291183    0.000822148       0.652541              0
     300.005        -67.014    0.000290703    0.000812404       0.652933              0
     300.505        -67.108    0.000290224    0.000802848       0.653324              0
     301.005        -67.201    0.000289747    0.000793477       0.653714              0
     301.505        -67.293     0.00028927    0.000784285       0.654104              0
     302.005        -67.385    0.000288795     0.00077527       0.654493              0
     302.505        -67.476    0.000288321    0.000766428       0.654882              0
     303.005        -67.566    0.000287849    0.000757756        0.65527              0
     303.505        -67.656    0.000287378    0.000749249       0.655658              0
     304.005        -67.744    0.000286908    0.000740905       0.656046              0
     304.505        -67.833    0.000286439     0.00073272       0.656433              0
     305.005        -67.920    0.000285972    0.000724691       0.656819              0
     305.505        -68.007    0.000285505    0.000716814       0.657205              0
     306.005        -68.092    0.000285041    0.000709087        0.65759              0
     306.505        -68.178    0.000284577    0.000701506       0.657975              0
     307.005        -68.262    0.000284115    0.000694069        0.65836              0
     307.505        -68.346    0.000283654    0.000686773       0.658744              0
     308.005        -68.429    0.000283194    0.000679614       0.659127              0
     308.505        -68.511    0.000282735     0.00067259        0.65951              0
     309.005        -68.593    0.000282278    0.000665698       0.659893              0
     309.505        -68.674    0.000281822    0.000658935       0.660275              0
     310.005        -68.754    0.000281367    0.000652299       0.660656              0
     310.505        -68.834    0.000280913    0.000645788       0.661037              0
     311.005        -68.912    0.000280461    0.000639397       0.661418              0
     311.505        -68.990     0.00028001    0.000633127       0.661798              0
     312.005        -69.068     0.00027956    0.000626972       0.662178              0
     312.505        -69.145    0.000279111    0.000620933       0.662557              0
     313.005        -69.221    0.000278664    0.000615005       0.662936              0
     313.505        -69.296    0.000278218    0.000609187       0.663314              0
     314.005        -69.371    0.000277773    0.000603476       0.663692              0
     314.505        -69.444    0.000277329    0.000597871       0.664069              0
     315.005        -69.518    0.000276887    0.000592369       0.664446              0
     315.505        -69.590    0.000276446    0.000586968       0.664823              0
     316.005        -69.662    0.000276006    0.000581666       0.665199              0
     316.505        -69.733    0.000275567    0.000576461       0.665574              0
     317.005        -69.804     0.00027513    0.000571352       0.665949              0
     317.505        -69.874    0.000274693    0.000566335       0.666324              0
     318.005        -69.943    0.000274258     0.00056141       0.666698              0
     318.505        -70.011    0.000273824    0.000556574       0.667072              0
     319.005        -70.079    0.000273392    0.000551826       0.667445              0
     319.505        -70.147     0.00027296    0.000547163       0.667818              0
     320.005        -70.213     0.00027253    0.000542585        0.66819              0
     320.505        -70.279    0.000272101     0.00053809       0.668562              0
     321.005        -70.344    0.000271673    0.000533675       0.668933              0
     321.505        -70.409    0.000271247    0.000529339       0.669304              0
     322.005        -70.473    0.000270821    0.000525081       0.669675              0
     322.505        -70.536    0.000270397    0.000520899       0.670045              0
     323.005        -70.599    0.000269974    0.000516791       0.670415              0
     323.505        -70.661    0.000269552    0.000512757       0.670784              0
     324.005        -70.722    0.000269132    0.000508794       0.671153              0
     324.505        -70.783    0.000268713    0.000504901       0.671521              0
     325.005        -70.843    0.000268294    0.000501077       0.671889              0
     325.505        -70.903    0.000267877    0.000497321       0.672256              0
     326.005        -70.962    0.000267461     0.00049363       0.672623              0
     326.505        -71.020    0.000267047    0.000490004        0.67299              0
     327.005        -71.078    0.000266633    0.000486442       0.673356              0
     327.505        -71.135    0.000266221    0.000482941       0.673722              0
     328.005        -71.192     0.00026581    0.000479502       0.674087              0
     328.505        -71.248      0.0002654    0.000476123       0.674452              0
     329.005        -71.303    0.000264991    0.000472802       0.674816              0
     329.505        -71.358    0.000264584    0.000469538        0.67518              0
     330.005        -71.412    0.000264177    0.000466331       0.675544              0
     330.505        -71.466    0.000263772    0.000463179       0.675907              0
     331.005        -71.519    0.000263368    0.000460081       0.676269              0
     331.505        -71.572    0.000262965    0.000457036       0.676632              0
     332.005        -71.624    0.000262563    0.000454043       0.676994              0
     332.505        -71.675    0.000262163    0.000451101       0.677355              0
     333.005        -71.726    0.000261763    0.000448209       0.677716              0
     333.505        -71.777    0.000261365    0.000445366       0.678076              0
     334.005        -71.826    0.000260968    0.000442571       0.678437              0
     334.505        -71.876    0.000260572    0.000439823       0.678796              0
     335.005        -71.925    0.000260177    0.000437121       0.679156              0
     335.505        -71.973    0.000259783    0.000434465       0.679514              0
     336.005        -72.021    0.000259391    0.000431853       0.679873              0
     336.505        -72.068    0.000258999    0.000429284       0.680231              0
     337.005        -72.114    0.000258609    0.000426758       0.680589              0
     337.505        -72.161     0.00025822    0.000424275       0.680946              0
     338.005        -72.206    0.000257832    0.000421832       0.681302              0
     338.505        -72.252    0.000257445    0.000419429       0.681659              0
     339.005        -72.296    0.000257059    0.000417066       0.682015              0
     339.505        -72.341    0.000256674    0.000414742        0.68237              0
     340.005        -72.384    0.000256291    0.000412456       0.682725              0
     340.505        -72.428    0.000255908    0.000410206        0.68308              0
     341.005        -72.470    0.000255527    0.000407994       0.683434              0
     341.505        -72.513    0.000255146    0.000405817       0.683788              0
     342.005        -72.555    0.000254767    0.000403676       0.684142              0
     342.505        -72.596    0.000254389    0.000401569       0.684495              0
     343.005        -72.637    0.000254012    0.000399496       0.684847              0
     343.505        -72.678    0.000253637    0.000397456         0.6852              0
     344.005        -72.718    0.000253262    0.000395449       0.685551              0
     344.505        -72.757    0.000252888    0.000393473       0.685903              0
     345.005        -72.797    0.000252516    0.000391529       0.686254              0
     345.505        -72.835    0.000252144    0.000389616       0.686604              0
     346.005        -72.874    0.000251774    0.000387733       0.686955              0
     346.505        -72.912    0.000251404    0.000385879       0.687304              0
     347.005        -72.949    0.000251036    0.000384054       0.687654              0
     347.505        -72.986    0.000250669    0.000382258       0.688003              0
     348.005        -73.023    0.000250303     0.00038049       0.688351              0
     348.505        -73.059    0.000249938     0.00037875         0.6887              0
     349.005        -73.095    0.000249574    0.000377036       0.689047              0
     349.505        -73.131    0.000249211    0.000375349       0.689395              0
     350.005        -73.166    0.000248849    0.000373687       0.689742              0
     350.505        -73.201    0.000248489    0.000372052       0.690088              0
     351.005        -73.235    0.000248129    0.000370441       0.690434              0
     351.505        -73.269     0.00024777    0.000368854        0.69078              0
     352.005        -73.303    0.000247413    0.000367292       0.691126              0
     352.505        -73.336    0.000247056    0.000365753       0.691471              0
     353.005        -73.369    0.000246701    0.000364237       0.691815              0
     353.505        -73.401    0.000246346    0.000362744       0.692159              0
     354.005        -73.433    0.000245993    0.000361274       0.692503              0
     354.505        -73.465     0.00024564    0.000359825       0.692847              0
     355.005        -73.497    0.000245289    0.000358398        0.69319              0
     355.505        -73.528    0.000244939    0.000356992       0.693532              0
     356.005        -73.559    0.000244589    0.000355607       0.693874              0
     356.505        -73.589    0.000244241    0.000354242       0.694216              0
     357.005        -73.619    0.000243894    0.000352897       0.694558              0
     357.505        -73.649    0.000243548    0.000351571       0.694899              0
     358.005        -73.679    0.000243202    0.000350265       0.695239              0
     358.505        -73.708    0.000242858    0.000348978        0.69558              0
     359.005        -73.737    0.000242515    0.000347709        0.69592              0
     359.505        -73.765    0.000242173    0.000346459       0.696259              0
     360.005        -73.793    0.000241832    0.000345226       0.696598              0
     360.505        -73.821    0.000241491    0.000344011       0.696937              0
     361.005        -73.849    0.000241152    0.000342814       0.697275              0
     361.505        -73.876    0.000240814    0.000341633       0.697613              0
     362.005        -73.903    0.000240477    0.000340469       0.697951              0
     362.505        -73.930    0.000240141    0.000339321       0.698288              0
     363.005        -73.956    0.000239805    0.000338189       0.698625              0
     363.505        -73.983    0.000239471    0.000337073       0.698961              0
     364.005        -74.009    0.000239138    0.000335973       0.699297              0
     364.505        -74.034    0.000238806    0.000334887       0.699633              0
     365.005        -74.060    0.000238474    0.000333817       0.699968              0
     365.505        -74.085    0.000238144    0.000332761       0.700303              0
     366.005        -74.109    0.000237815     0.00033172       0.700637              0
     366.505        -74.134    0.000237486    0.000330693       0.700971              0
     367.005        -74.158    0.000237159     0.00032968       0.701305              0
     367.505        -74.182    0.000236832     0.00032868       0.701639              0
     368.005        -74.206    0.000236507    0.000327694       0.701972              0
     368.505        -74.230    0.000236182    0.000326721       0.702304              0
     369.005        -74.253    0.000235859    0.000325761       0.702636              0
     369.505        -74.276    0.000235536    0.000324813       0.702968              0
     370.005        -74.299    0.000235214    0.000323879         0.7033              0
     370.505        -74.322    0.000234893    0.000322956       0.703631              0
     371.005        -74.344    0.000234574    0.000322046       0.703961              0
     371.505        -74.366    0.000234255    0.000321147       0.704292              0
     372.005        -74.388    0.000233937     0.00032026       0.704622              0
     372.505        -74.410     0.00023362    0.000319384       0.704951              0
     373.005        -74.431    0.000233304     0.00031852        0.70528              0
     373.505        -74.453    0.000232988    0.000317667       0.705609              0
     374.005        -74.474    0.000232674    0.000316825       0.705938              0
     374.505        -74.494    0.000232361    0.000315993       0.706266              0
     375.005        -74.515    0.000232048    0.000315172       0.706594              0
     375.505        -74.536    0.000231737    0.000314361       0.706921              0
     376.005        -74.556    0.000231426     0.00031356       0.707248              0
     376.505        -74.576    0.000231117     0.00031277       0.707574              0
     377.005        -74.596    0.000230808    0.000311989       0.707901              0
     377.505        -74.615      0.0002305    0.000311217       0.708227              0
     378.005        -74.635    0.000230193    0.000310455       0.708552              0
     378.505        -74.654    0.000229887    0.000309703       0.708877              0
     379.005        -74.673    0.000229582     0.00030896       0.709202              0
     379.505        -74.692    0.000229277    0.000308225       0.709526              0
     380.005        -74.711    0.000228974      0.0003075        0.70985              0
     380.505        -74.729    0.000228671    0.000306783       0.710174              0
     381.005        -74.747     0.00022837    0.000306075       0.710497              0
     381.505        -74.766    0.000228069    0.000305375        0.71082              0
     382.005        -74.784    0.000227769    0.000304683       0.711143              0
     382.505        -74.801     0.00022747       0.000304       0.711465              0
     383.005        -74.819    0.000227172    0.000303324       0.711787              0
     383.505        -74.836    0.000226874    0.000302656       0.712108              0
     384.005        -74.854    0.000226578    0.000301997       0.712429              0
     384.505        -74.871    0.000226282    0.000301344        0.71275              0
     385.005        -74.888    0.000225988    0.000300699        0.71307              0
     385.505        -74.905    0.000225694    0.000300062        0.71339              0
     386.005        -74.921    0.000225401    0.000299432        0.71371              0
     386.505        -74.938    0.000225109    0.000298809       0.714029              0
     387.005        -74.954    0.000224817    0.000298193       0.714348              0
     387.505        -74.971    0.000224527    0.000297583       0.714667              0
     388.005        -74.987    0.000224237    0.000296981       0.714985              0
     388.505        -75.003    0.000223949    0.000296385       0.715303              0
     389.005        -75.018    0.000223661    0.000295796        0.71562              0
     389.505        -75.034    0.000223374    0.000295213       0.715938              0
     390.005        -75.050    0.000223087    0.000294637       0.716254              0
     390.505        -75.065    0.000222802    0.000294066       0.716571              0
     391.005        -75.080    0.000222517    0.000293502       0.716887              0
     391.505        -75.095    0.000222233    0.000292944       0.717202              0
     392.005        -75.110     0.00022195    0.000292392       0.717518              0
     392.505        -75.125    0.000221668    0.000291846       0.717833              0
     393.005        -75.140    0.000221387    0.000291306       0.718147              0
     393.505        -75.154    0.000221106    0.000290771       0.718462              0
     394.005        -75.169    0.000220827    0.000290242       0.718776              0
     394.505        -75.183    0.000220548    0.000289718       0.719089              0
     395.005        -75.197     0.00022027    0.000289199       0.719402              0
     395.505        -75.212    0.000219992    0.000288686       0.719715              0
     396.005        -75.226    0.000219716    0.000288179       0.720028              0
     396.505        -75.239     0.00021944    0.000287676        0.72034              0
     397.005        -75.253    0.000219165    0.000287178       0.720652              0
     397.505        -75.267    0.000218891    0.000286686       0.720963              0
     398.005        -75.280    0.000218618    0.000286198       0.721274              0
     398.505        -75.294    0.000218345    0.000285715       0.721585              0
     399.005        -75.307    0.000218073    0.000285237       0.721895              0
     399.505        -75.320    0.000217802    0.000284764       0.722206              0
     400.005        -75.333    0.000217532    0.000284295       0.722515              0
     400.505        -75.346    0.000217263    0.000283831       0.722825              0
     401.005        -75.359    0.000216994    0.000283371       0.723134              0
     401.505        -75.372    0.000216726    0.000282916       0.723442              0
     402.005        -75.385    0.000216459    0.000282465       0.723751              0
     402.505        -75.397    0.000216192    0.000282019       0.724058              0
     403.005        -75.410    0.000215927    0.000281576       0.724366              0
     403.505        -75.422    0.000215662    0.000281138       0.724673              0
     404.005        -75.434    0.000215398    0.000280703        0.72498              0
     404.505        -75.446    0.000215135    0.000280273       0.725287              0
     405.005        -75.459    0.000214872    0.000279847       0.725593              0
     405.505        -75.471     0.00021461    0.000279425       0.725899              0
     406.005        -75.482    0.000214349    0.000279006       0.726205              0
     406.505        -75.494    0.000214089    0.000278591        0.72651              0
     407.005        -75.506    0.000213829    0.000278181       0.726815              0
     407.505        -75.518     0.00021357    0.000277773       0.727119              0
     408.005        -75.529    0.000213312     0.00027737       0.727423              0
     408.505        -75.541    0.000213055    0.000276969       0.727727              0
     409.005        -75.552    0.000212798    0.000276573       0.728031              0
     409.505        -75.563    0.000212542     0.00027618       0.728334              0
     410.005        -75.575    0.000212287     0.00027579       0.728636              0
     410.505        -75.586    0.000212032    0.000275404       0.728939              0
     411.005        -75.597    0.000211779    0.000275021       0.729241              0
     411.505        -75.608    0.000211525    0.000274641       0.729543              0
     412.005        -75.619    0.000211273    0.000274265       0.729844              0
     412.505        -75.630    0.000211022    0.000273891       0.730145              0
     413.005        -75.640    0.000210771    0.000273521       0.730446              0
     413.505        -75.651     0.00021052    0.000273154       0.730747              0
     414.005        -75.662    0.000210271     0.00027279       0.731047              0
     414.505        -75.672    0.000210022    0.000272429       0.731346              0
     415.005        -75.683    0.000209774    0.000272071       0.731646              0
     415.505        -75.693    0.000209527    0.000271716       0.731945              0
     416.005        -75.703     0.00020928    0.000271363       0.732244              0
     416.505        -75.714    0.000209034    0.000271014       0.732542              0
     417.005        -75.724    0.000208789    0.000270667        0.73284              0
     417.505        -75.734    0.000208544    0.000270323       0.733138              0
     418.005        -75.744      0.0002083    0.000269982       0.733435              0
     418.505        -75.754    0.000208057    0.000269643       0.733732              0
     419.005        -75.764    0.000207814    0.000269308       0.734029              0
     419.505        -75.774    0.000207572    0.000268974       0.734325              0
     420.005        -75.783    0.000207331    0.000268644       0.734622              0
     420.505        -75.793    0.000207091    0.000268315       0.734917              0
     421.005        -75.803    0.000206851     0.00026799       0.735213              0
     421.505        -75.812    0.000206612    0.000267667       0.735508              0
     422.005        -75.822    0.000206373    0.000267346       0.735802              0
     422.505        -75.831    0.000206135    0.000267028       0.736097              0
     423.005        -75.841    0.000205898    0.000266712       0.736391              0
     423.505        -75.850    0.000205662    0.000266398       0.736685              0
     424.005        -75.860    0.000205426    0.000266087       0.736978              0
     424.505        -75.869    0.000205191    0.000265778       0.737271              0
     425.005        -75.878    0.000204956    0.000265471       0.737564              0
     425.505        -75.887    0.000204722    0.000265166       0.737856              0
     426.005        -75.896    0.000204489    0.000264864       0.738148              0
     426.505        -75.905    0.000204257    0.000264564        0.73844              0
     427.005        -75.914    0.000204025    0.000264266       0.738732              0
     427.505        -75.923    0.000203793     0.00026397       0.739023              0
     428.005        -75.932    0.000203563    0.000263676       0.739314              0
     428.505        -75.941    0.000203333    0.000263384       0.739604              0
     429.005        -75.950    0.000203103    0.000263094       0.739894              0
     429.505        -75.958    0.000202875    0.000262807       0.740184              0
     430.005        -75.967    0.000202647    0.000262521       0.740473              0
     430.505        -75.976    0.000202419    0.000262237       0.740763              0
     431.005        -75.984    0.000202192    0.000261955       0.741051              0
     431.505        -75.993    0.000201966    0.000261675        0.74134              0
     432.005        -76.001    0.000201741    0.000261397       0.741628              0
     432.505        -76.009    0.000201516    0.000261121       0.741916              0
     433.005        -76.018    0.000201291    0.000260846       0.742204              0
     433.505        -76.026    0.000201068    0.000260573       0.742491              0
     434.005        -76.034    0.000200844    0.000260303       0.742778              0
     434.505        -76.043    0.000200622    0.000260034       0.743064              0
     435.005        -76.051      0.0002004    0.000259766        0.74335              0
     435.505        -76.059    0.000200179    0.000259501       0.743636              0
     436.005        -76.067    0.000199958    0.000259237       0.743922              0
     436.505        -76.075    0.000199738    0.000258974       0.744207              0
     437.005        -76.083    0.000199519    0.000258714       0.744492              0
     437.505        -76.091      0.0001993    0.000258455       0.744777              0
     438.005        -76.099    0.000199082    0.000258198       0.745061              0
     438.505        -76.107    0.000198864    0.000257942       0.745345              0
     439.005        -76.115    0.000198647    0.000257688       0.745629              0
     439.505        -76.123    0.000198431    0.000257435       0.745912              0
     440.005        -76.130    0.000198215    0.000257184       0.746195              0
     440.505        -76.138       0.000198    0.000256935       0.746478              0
     441.005        -76.146    0.000197785    0.000256687       0.746761              0
     441.505        -76.154    0.000197571     0.00025644       0.747043              0
     442.005        -76.161    0.000197357    0.000256195       0.747324              0
     442.505        -76.169    0.000197145    0.000255952       0.747606              0
     443.005        -76.176    0.000196932     0.00025571       0.747887              0
     443.505        -76.184     0.00019672    0.000255469       0.748168              0
     444.005        -76.191    0.000196509     0.00025523       0.748448              0
     444.505        -76.199    0.000196299    0.000254992       0.748729              0
     445.005        -76.206    0.000196089    0.000254756       0.749009              0
     445.505        -76.213    0.000195879    0.000254521       0.749288              0
     446.005        -76.221     0.00019567    0.000254287       0.749567              0
     446.505        -76.228    0.000195462    0.000254054       0.749846              0
     447.005        -76.235    0.000195254    0.000253823       0.750125              0
     447.505        -76.242    0.000195047    0.000253594       0.750403              0
     448.005        -76.250    0.000194841    0.000253365       0.750681              0
     448.505        -76.257    0.000194634    0.000253138       0.750959              0
     449.005        -76.264    0.000194429    0.000252912       0.751236              0
     449.505        -76.271    0.000194224    0.000252687       0.751513              0
     450.005        -76.278     0.00019402    0.000252464        0.75179              0
     450.505        -76.285    0.000193816    0.000252242       0.752067              0
     451.005        -76.292    0.000193613    0.000252021       0.752343              0
     451.505        -76.299     0.00019341    0.000251801       0.752619              0
     452.005        -76.306    0.000193208    0.000251582       0.752894              0
     452.505        -76.313    0.000193006    0.000251365       0.753169              0
     453.005        -76.320    0.000192805    0.000251149       0.753444              0
     453.505        -76.327    0.000192604    0.000250934       0.753719              0
     454.005        -76.333    0.000192404     0.00025072       0.753993              0
     454.505        -76.340    0.000192205    0.000250507       0.754267              0
     455.005        -76.347    0.000192006    0.000250295       0.754541              0
     455.505        -76.354    0.000191808    0.000250084       0.754814              0
     456.005        -76.360     0.00019161    0.000249875       0.755087              0
     456.505        -76.367    0.000191412    0.000249666        0.75536              0
     457.005        -76.373    0.000191216    0.000249459       0.755633              0
     457.505        -76.380    0.000191019    0.000249253       0.755905              0
     458.005        -76.387    0.000190824    0.000249047       0.756177              0
     458.505        -76.393    0.000190628    0.000248843       0.756448              0
     459.005        -76.400    0.000190434     0.00024864       0.756719              0
     459.505        -76.406    0.000190239    0.000248438        0.75699              0
     460.005        -76.413    0.000190046    0.000248237       0.757261              0
     460.505        -76.419    0.000189853    0.000248037       0.757531              0
     461.005        -76.425     0.00018966    0.000247837       0.757801              0
     461.505        -76.432    0.000189468    0.000247639       0.758071              0
     462.005        -76.438    0.000189276    0.000247442       0.758341              0
     462.505        -76.445    0.000189085    0.000247246        0.75861              0
     463.005        -76.451    0.000188895    0.000247051       0.758878              0
     463.505        -76.457    0.000188705    0.000246856       0.759147              0
     464.005        -76.463    0.000188515    0.000246663       0.759415              0
     464.505        -76.470    0.000188326     0.00024647       0.759683              0
     465.005        -76.476    0.000188137    0.000246279       0.759951              0
     465.505        -76.482    0.000187949    0.000246088       0.760218              0
     466.005        -76.488    0.000187762    0.000245898       0.760485              0
     466.505        -76.494    0.000187575     0.00024571       0.760752              0
     467.005        -76.500    0.000187388    0.000245522       0.761018              0
     467.505        -76.506    0.000187202    0.000245335       0.761284              0
     468.005        -76.512    0.000187016    0.000245148        0.76155              0
     468.505        -76.518    0.000186831    0.000244963       0.761816              0
     469.005        -76.524    0.000186647    0.000244779       0.762081              0
     469.505        -76.530    0.000186463    0.000244595       0.762346              0
     470.005        -76.536    0.000186279    0.000244412        0.76261              0
     470.505        -76.542    0.000186096     0.00024423       0.762875              0
     471.005        -76.548    0.000185913    0.000244049       0.763139              0
     471.505        -76.554    0.000185731    0.000243869       0.763403              0
     472.005        -76.560    0.000185549    0.000243689       0.763666              0
     472.505        -76.566    0.000185368    0.000243511       0.763929              0
     473.005        -76.572    0.000185187    0.000243333       0.764192              0
     473.505        -76.578    0.000185007    0.000243156       0.764455              0
     474.005        -76.583    0.000184827     0.00024298       0.764717              0
     474.505        -76.589    0.000184648    0.000242804       0.764979              0
     475.005        -76.595    0.000184469    0.000242629       0.765241              0
     475.505        -76.601    0.000184291    0.000242455       0.765502              0
     476.005        -76.606    0.000184113    0.000242282       0.765763              0
     476.505        -76.612    0.000183935     0.00024211       0.766024              0
     477.005        -76.618    0.000183758    0.000241938       0.766284              0
     477.505        -76.623    0.000183582    0.000241767       0.766545              0
     478.005        -76.629    0.000183406    0.000241597       0.766804              0
     478.505        -76.634     0.00018323    0.000241427       0.767064              0
     479.005        -76.640    0.000183055    0.000241259       0.767323              0
     479.505        -76.646     0.00018288     0.00024109       0.767583              0
     480.005        -76.651    0.000182706    0.000240923       0.767841              0
     480.505        -76.657    0.000182532    0.000240757         0.7681              0
     481.005        -76.662    0.000182359    0.000240591       0.768358              0
     481.505        -76.668    0.000182186    0.000240425       0.768616              0
     482.005        -76.673    0.000182014    0.000240261       0.768873              0
     482.505        -76.679    0.000181842    0.000240097       0.769131              0
     483.005        -76.684     0.00018167    0.000239934       0.769388              0
     483.505        -76.689    0.000181499    0.000239771       0.769645              0
     484.005        -76.695    0.000181329     0.00023961       0.769901              0
     484.505        -76.700    0.000181158    0.000239448       0.770157              0
     485.005        -76.705    0.000180989    0.000239288       0.770413              0
     485.505        -76.711    0.000180819    0.000239128       0.770669              0
     486.005        -76.716    0.000180651    0.000238969       0.770924              0
     486.505        -76.721    0.000180482     0.00023881       0.771179              0
     487.005        -76.727    0.000180314    0.000238653       0.771434              0
     487.505        -76.732    0.000180147    0.000238495       0.771688              0
     488.005        -76.737    0.000179979    0.000238339       0.771942              0
     488.505        -76.742    0.000179813    0.000238183       0.772196              0
     489.005        -76.748    0.000179646    0.000238027        0.77245              0
     489.505        -76.753    0.000179481    0.000237873       0.772703              0
     490.005        -76.758    0.000179315    0.000237718       0.772956              0
     490.505        -76.763     0.00017915    0.000237565       0.773209              0
     491.005        -76.768    0.000178986    0.000237412       0.773461              0
     491.505        -76.773    0.000178822     0.00023726       0.773714              0
     492.005        -76.778    0.000178658    0.000237108       0.773966              0
     492.505        -76.784    0.000178495    0.000236957       0.774217              0
     493.005        -76.789    0.000178332    0.000236806       0.774468              0
     493.505        -76.794    0.000178169    0.000236657        0.77472              0
     494.005        -76.799    0.000178007    0.000236507        0.77497              0
     494.505        -76.804    0.000177846    0.000236358       0.775221              0
     495.005        -76.809    0.000177684     0.00023621       0.775471              0
