# model celltype    Lower    Upper       VW lower(g) upper(g)
  CRN98 con       311.865   316.65  4.78516  378.195   382.98
  CRN98 ct        320.068  324.658  4.58984  386.328  390.918
  CRN98 bosch_am  112.061  114.014  1.95312  180.876  182.829
  CRN98 bosch_ct  126.514  128.662  2.14844  195.309  197.457
  CRN98 workman_am  164.014  167.041  3.02734  232.579  235.606
  CRN98 workman_ct  202.588  205.811  3.22266  271.128  274.351
